county,candidate,party,office,district,votes
Trumbull,Aaron Zurbrugg ,,U.S. House,14,0
Athens,Pat Lang,Democratic,U.S. House,15,16900
Athens,Steve Stivers ,Republican ,U.S. House,15,7285
Clinton,Pat Lang,Democratic,U.S. House,15,5136
Clinton,Steve Stivers ,Republican ,U.S. House,15,12095
Fairfield,Pat Lang,Democratic,U.S. House,15,23311
Fairfield,Steve Stivers ,Republican ,U.S. House,15,46194
Fayette,Pat Lang,Democratic,U.S. House,15,482
Fayette,Steve Stivers ,Republican ,U.S. House,15,1602
Franklin,Pat Lang,Democratic,U.S. House,15,50957
Franklin,Steve Stivers ,Republican ,U.S. House,15,78780
Hocking,Pat Lang,Democratic,U.S. House,15,4992
Hocking,Steve Stivers ,Republican ,U.S. House,15,7264
Madison,Pat Lang,Democratic,U.S. House,15,4541
Madison,Steve Stivers ,Republican ,U.S. House,15,12065
Morgan,Pat Lang,Democratic,U.S. House,15,2298
Morgan,Steve Stivers ,Republican ,U.S. House,15,3592
Perry,Pat Lang,Democratic,U.S. House,15,5583
Perry,Steve Stivers ,Republican ,U.S. House,15,9022
Pickaway,Pat Lang,Democratic,U.S. House,15,7041
Pickaway,Steve Stivers ,Republican ,U.S. House,15,16373
Ross,Pat Lang,Democratic,U.S. House,15,4696
Ross,Steve Stivers ,Republican ,U.S. House,15,8087
Vinton,Pat Lang,Democratic,U.S. House,15,2251
Vinton,Steve Stivers ,Republican ,U.S. House,15,2918
Cuyahoga,Jim Renacci,Republican,U.S. House,16,62303
Cuyahoga,Betty Sutton ,Democratic ,U.S. House,16,70712
Medina,Jim Renacci,Republican,U.S. House,16,30972
Medina,Betty Sutton ,Democratic ,U.S. House,16,26286
Portage,Jim Renacci,Republican,U.S. House,16,8243
Portage,Betty Sutton ,Democratic ,U.S. House,16,8019
Stark,Jim Renacci,Republican,U.S. House,16,33411
Stark,Betty Sutton ,Democratic ,U.S. House,16,24342
Summit,Jim Renacci,Republican,U.S. House,16,20562
Summit,Betty Sutton ,Democratic ,U.S. House,16,21364
Wayne,Jim Renacci,Republican,U.S. House,16,29676
Wayne,Betty Sutton ,Democratic ,U.S. House,16,19881
