county,candidate,party,office,district,votes
Summit,Michael Wager,Democratic,U.S. House,14,14344
Trumbull,David P. Joyce,Republican,U.S. House,14,3342
Trumbull,David Macko,Libertarian,U.S. House,14,337
Trumbull,Michael Wager,Democratic,U.S. House,14,1928
Athens,Steve Stivers,Republican,U.S. House,15,4827
Athens,Scott Wharton,Democratic,U.S. House,15,8262
Clinton,Steve Stivers,Republican,U.S. House,15,7635
Clinton,Scott Wharton,Democratic,U.S. House,15,2014
Fairfield,Steve Stivers,Republican,U.S. House,15,27923
Fairfield,Scott Wharton,Democratic,U.S. House,15,12611
Fayette,Steve Stivers,Republican,U.S. House,15,1137
Fayette,Scott Wharton,Democratic,U.S. House,15,215
Franklin,Steve Stivers,Republican,U.S. House,15,49063
Franklin,Scott Wharton,Democratic,U.S. House,15,26568
Hocking,Steve Stivers,Republican,U.S. House,15,4636
Hocking,Scott Wharton,Democratic,U.S. House,15,2865
Madison,Steve Stivers,Republican,U.S. House,15,7717
Madison,Scott Wharton,Democratic,U.S. House,15,2459
Morgan,Steve Stivers,Republican,U.S. House,15,2664
Morgan,Scott Wharton,Democratic,U.S. House,15,1197
Perry,Steve Stivers,Republican,U.S. House,15,5913
Perry,Scott Wharton,Democratic,U.S. House,15,3014
Pickaway,Steve Stivers,Republican,U.S. House,15,9858
Pickaway,Scott Wharton,Democratic,U.S. House,15,3494
Ross,Steve Stivers,Republican,U.S. House,15,5123
Ross,Scott Wharton,Democratic,U.S. House,15,2241
Vinton,Steve Stivers,Republican,U.S. House,15,2000
Vinton,Scott Wharton,Democratic,U.S. House,15,1185
Cuyahoga,Pete Crossland,Democratic,U.S. House,16,31289
Cuyahoga,Jim Renacci,Republican,U.S. House,16,50429
Medina,Pete Crossland,Democratic,U.S. House,16,10969
Medina,Jim Renacci,Republican,U.S. House,16,20334
Portage,Pete Crossland,Democratic,U.S. House,16,3966
Portage,Jim Renacci,Republican,U.S. House,16,6010
Stark,Pete Crossland,Democratic,U.S. House,16,11343
Stark,Jim Renacci,Republican,U.S. House,16,23025
Summit,Pete Crossland,Democratic,U.S. House,16,9857
Summit,Jim Renacci,Republican,U.S. House,16,13467
Wayne,Pete Crossland,Democratic,U.S. House,16,7775
Wayne,Jim Renacci,Republican,U.S. House,16,18911
