county,candidate,party,office,district,votes
Darke,Scott Rupert,,U.S. Senate,,414
Darke,James Stahl,,U.S. Senate,,0
Darke,Ted Strickland,Democratic,U.S. Senate,,3500
Defiance,Tom Connors,,U.S. Senate,,346
Defiance,Joseph R. DeMare,Green,U.S. Senate,,239
Defiance,Rob Portman,Republican,U.S. Senate,,11899
Defiance,Scott Rupert,,U.S. Senate,,337
Defiance,James Stahl,,U.S. Senate,,3
Defiance,Ted Strickland,Democratic,U.S. Senate,,4908
Delaware,Tom Connors,,U.S. Senate,,1037
Delaware,Joseph R. DeMare,Green,U.S. Senate,,1251
Delaware,Rob Portman,Republican,U.S. Senate,,69886
Delaware,Scott Rupert,,U.S. Senate,,931
Delaware,James Stahl,,U.S. Senate,,0
Delaware,Ted Strickland,Democratic,U.S. Senate,,29801
Erie,Tom Connors,,U.S. Senate,,789
Erie,Joseph R. DeMare,Green,U.S. Senate,,738
Erie,Rob Portman,Republican,U.S. Senate,,21268
Erie,Scott Rupert,,U.S. Senate,,637
Erie,James Stahl,,U.S. Senate,,0
Erie,Ted Strickland,Democratic,U.S. Senate,,13610
Fairfield,Tom Connors,,U.S. Senate,,1272
Fairfield,Joseph R. DeMare,Green,U.S. Senate,,953
Fairfield,Rob Portman,Republican,U.S. Senate,,47649
Fairfield,Scott Rupert,,U.S. Senate,,907
Fairfield,James Stahl,,U.S. Senate,,2
Fairfield,Ted Strickland,Democratic,U.S. Senate,,21073
Fayette,Tom Connors,,U.S. Senate,,202
Fayette,Joseph R. DeMare,Green,U.S. Senate,,116
Fayette,Rob Portman,Republican,U.S. Senate,,8097
Fayette,Scott Rupert,,U.S. Senate,,146
Fayette,James Stahl,,U.S. Senate,,0
Fayette,Ted Strickland,Democratic,U.S. Senate,,2442
Franklin,Tom Connors,,U.S. Senate,,7135
Franklin,Joseph R. DeMare,Green,U.S. Senate,,11061
Franklin,Rob Portman,Republican,U.S. Senate,,252178
Franklin,Scott Rupert,,U.S. Senate,,5592
Franklin,James Stahl,,U.S. Senate,,4
Franklin,Ted Strickland,Democratic,U.S. Senate,,292165
Fulton,Tom Connors,,U.S. Senate,,414
Fulton,Joseph R. DeMare,Green,U.S. Senate,,276
Fulton,Rob Portman,Republican,U.S. Senate,,14605
Fulton,Scott Rupert,,U.S. Senate,,353
Fulton,James Stahl,,U.S. Senate,,0
Fulton,Ted Strickland,Democratic,U.S. Senate,,5210
Gallia,Tom Connors,,U.S. Senate,,223
Gallia,Joseph R. DeMare,Green,U.S. Senate,,131
Gallia,Rob Portman,Republican,U.S. Senate,,8613
Gallia,Scott Rupert,,U.S. Senate,,177
Gallia,James Stahl,,U.S. Senate,,0
Gallia,Ted Strickland,Democratic,U.S. Senate,,3523
Geauga,Tom Connors,,U.S. Senate,,817
Geauga,Joseph R. DeMare,Green,U.S. Senate,,782
Geauga,Rob Portman,Republican,U.S. Senate,,33807
Geauga,Scott Rupert,,U.S. Senate,,649
Geauga,James Stahl,,U.S. Senate,,1
Geauga,Ted Strickland,Democratic,U.S. Senate,,13458
Greene,Tom Connors,,U.S. Senate,,1088
Greene,Joseph R. DeMare,Green,U.S. Senate,,1266
Greene,Rob Portman,Republican,U.S. Senate,,55612
Greene,Scott Rupert,,U.S. Senate,,1036
Greene,James Stahl,,U.S. Senate,,0
Greene,Ted Strickland,Democratic,U.S. Senate,,22383
Guernsey,Tom Connors,,U.S. Senate,,296
Guernsey,Joseph R. DeMare,Green,U.S. Senate,,206
Guernsey,Rob Portman,Republican,U.S. Senate,,11639
Guernsey,Scott Rupert,,U.S. Senate,,242
Guernsey,James Stahl,,U.S. Senate,,0
Guernsey,Ted Strickland,Democratic,U.S. Senate,,3836
Hamilton,Tom Connors,,U.S. Senate,,4753
Hamilton,Joseph R. DeMare,Green,U.S. Senate,,6847
Hamilton,Rob Portman,Republican,U.S. Senate,,216298
Hamilton,Scott Rupert,,U.S. Senate,,4137
Hamilton,James Stahl,,U.S. Senate,,8
Hamilton,Ted Strickland,Democratic,U.S. Senate,,170427
Hancock,Tom Connors,,U.S. Senate,,582
Hancock,Joseph R. DeMare,Green,U.S. Senate,,548
Hancock,Rob Portman,Republican,U.S. Senate,,25928
Hancock,Scott Rupert,,U.S. Senate,,563
Hancock,James Stahl,,U.S. Senate,,43
Hancock,Ted Strickland,Democratic,U.S. Senate,,7761
Hardin,Tom Connors,,U.S. Senate,,269
Hardin,Joseph R. DeMare,Green,U.S. Senate,,150
Hardin,Rob Portman,Republican,U.S. Senate,,8852
Hardin,Scott Rupert,,U.S. Senate,,249
Hardin,James Stahl,,U.S. Senate,,3
Hardin,Ted Strickland,Democratic,U.S. Senate,,2505
Harrison,Tom Connors,,U.S. Senate,,164
Harrison,Joseph R. DeMare,Green,U.S. Senate,,102
Harrison,Rob Portman,Republican,U.S. Senate,,4780
Harrison,Scott Rupert,,U.S. Senate,,107
Harrison,James Stahl,,U.S. Senate,,0
Harrison,Ted Strickland,Democratic,U.S. Senate,,1823
Henry,Tom Connors,,U.S. Senate,,251
Henry,Joseph R. DeMare,Green,U.S. Senate,,198
Henry,Rob Portman,Republican,U.S. Senate,,9976
Henry,Scott Rupert,,U.S. Senate,,223
Henry,James Stahl,,U.S. Senate,,0
Henry,Ted Strickland,Democratic,U.S. Senate,,3110
Highland,Tom Connors,,U.S. Senate,,338
Highland,Joseph R. DeMare,Green,U.S. Senate,,208
Highland,Rob Portman,Republican,U.S. Senate,,13866
Highland,Scott Rupert,,U.S. Senate,,268
Highland,James Stahl,,U.S. Senate,,0
Highland,Ted Strickland,Democratic,U.S. Senate,,3521
Hocking,Tom Connors,,U.S. Senate,,249
Hocking,Joseph R. DeMare,Green,U.S. Senate,,155
Hocking,Rob Portman,Republican,U.S. Senate,,8246
Hocking,Scott Rupert,,U.S. Senate,,245
Hocking,James Stahl,,U.S. Senate,,0
Hocking,Ted Strickland,Democratic,U.S. Senate,,3753
Holmes,Tom Connors,,U.S. Senate,,232
Holmes,Joseph R. DeMare,Green,U.S. Senate,,101
Holmes,Rob Portman,Republican,U.S. Senate,,8851
Holmes,Scott Rupert,,U.S. Senate,,188
Holmes,James Stahl,,U.S. Senate,,0
Holmes,Ted Strickland,Democratic,U.S. Senate,,1575
Huron,Tom Connors,,U.S. Senate,,714
Huron,Joseph R. DeMare,Green,U.S. Senate,,423
Huron,Rob Portman,Republican,U.S. Senate,,16493
Huron,Scott Rupert,,U.S. Senate,,580
Huron,James Stahl,,U.S. Senate,,0
Huron,Ted Strickland,Democratic,U.S. Senate,,6094
Jackson,Tom Connors,,U.S. Senate,,181
Jackson,Joseph R. DeMare,Green,U.S. Senate,,119
Jackson,Rob Portman,Republican,U.S. Senate,,9310
Jackson,Scott Rupert,,U.S. Senate,,271
Jackson,James Stahl,,U.S. Senate,,0
Jackson,Ted Strickland,Democratic,U.S. Senate,,3574
Jefferson,Tom Connors,,U.S. Senate,,780
Jefferson,Joseph R. DeMare,Green,U.S. Senate,,400
Jefferson,Rob Portman,Republican,U.S. Senate,,18957
Jefferson,Scott Rupert,,U.S. Senate,,765
Jefferson,James Stahl,,U.S. Senate,,0
Jefferson,Ted Strickland,Democratic,U.S. Senate,,10437
Knox,Tom Connors,,U.S. Senate,,589
Knox,Joseph R. DeMare,Green,U.S. Senate,,417
Knox,Rob Portman,Republican,U.S. Senate,,19775
Knox,Scott Rupert,,U.S. Senate,,506
Knox,James Stahl,,U.S. Senate,,0
Knox,Ted Strickland,Democratic,U.S. Senate,,7214
Lake,Tom Connors,,U.S. Senate,,2238
Lake,Joseph R. DeMare,Green,U.S. Senate,,2057
Lake,Rob Portman,Republican,U.S. Senate,,68348
Lake,Scott Rupert,,U.S. Senate,,1680
Lake,James Stahl,,U.S. Senate,,1
Lake,Ted Strickland,Democratic,U.S. Senate,,37594
Lawrence,Tom Connors,,U.S. Senate,,465
Lawrence,Joseph R. DeMare,Green,U.S. Senate,,285
Lawrence,Rob Portman,Republican,U.S. Senate,,16363
Lawrence,Scott Rupert,,U.S. Senate,,412
Lawrence,James Stahl,,U.S. Senate,,0
Lawrence,Ted Strickland,Democratic,U.S. Senate,,8269
Licking,Tom Connors,,U.S. Senate,,1452
Licking,Joseph R. DeMare,Green,U.S. Senate,,1326
Licking,Rob Portman,Republican,U.S. Senate,,54495
Licking,Scott Rupert,,U.S. Senate,,1285
Licking,James Stahl,,U.S. Senate,,1
Licking,Ted Strickland,Democratic,U.S. Senate,,23345
Logan,Tom Connors,,U.S. Senate,,432
Logan,Joseph R. DeMare,Green,U.S. Senate,,239
Logan,Rob Portman,Republican,U.S. Senate,,16772
Logan,Scott Rupert,,U.S. Senate,,407
Logan,James Stahl,,U.S. Senate,,0
Logan,Ted Strickland,Democratic,U.S. Senate,,3556
Lorain,Tom Connors,,U.S. Senate,,3074
Lorain,Joseph R. DeMare,Green,U.S. Senate,,2433
Lorain,Rob Portman,Republican,U.S. Senate,,73531
Lorain,Scott Rupert,,U.S. Senate,,2276
Lorain,James Stahl,,U.S. Senate,,0
Lorain,Ted Strickland,Democratic,U.S. Senate,,56032
Lucas,Tom Connors,,U.S. Senate,,2976
Lucas,Joseph R. DeMare,Green,U.S. Senate,,3599
Lucas,Rob Portman,Republican,U.S. Senate,,87961
Lucas,Scott Rupert,,U.S. Senate,,2331
Lucas,James Stahl,,U.S. Senate,,2
Lucas,Ted Strickland,Democratic,U.S. Senate,,95425
Madison,Tom Connors,,U.S. Senate,,366
Madison,Joseph R. DeMare,Green,U.S. Senate,,217
Madison,Rob Portman,Republican,U.S. Senate,,12351
Madison,Scott Rupert,,U.S. Senate,,322
Madison,James Stahl,,U.S. Senate,,0
Madison,Ted Strickland,Democratic,U.S. Senate,,3895
Mahoning,Tom Connors,,U.S. Senate,,1961
Mahoning,Joseph R. DeMare,Green,U.S. Senate,,1778
Mahoning,Rob Portman,Republican,U.S. Senate,,55620
Mahoning,Scott Rupert,,U.S. Senate,,1733
Mahoning,James Stahl,,U.S. Senate,,1
Mahoning,Ted Strickland,Democratic,U.S. Senate,,51211
Marion,Tom Connors,,U.S. Senate,,654
Marion,Joseph R. DeMare,Green,U.S. Senate,,403
Marion,Rob Portman,Republican,U.S. Senate,,17058
Marion,Scott Rupert,,U.S. Senate,,639
Marion,James Stahl,,U.S. Senate,,0
Marion,Ted Strickland,Democratic,U.S. Senate,,7094
Medina,Tom Connors,,U.S. Senate,,1816
Medina,Joseph R. DeMare,Green,U.S. Senate,,1473
Medina,Rob Portman,Republican,U.S. Senate,,58835
Medina,Scott Rupert,,U.S. Senate,,1359
Medina,James Stahl,,U.S. Senate,,1
Medina,Ted Strickland,Democratic,U.S. Senate,,25744
Meigs,Tom Connors,,U.S. Senate,,134
Meigs,Joseph R. DeMare,Green,U.S. Senate,,128
Meigs,Rob Portman,Republican,U.S. Senate,,6415
Meigs,Scott Rupert,,U.S. Senate,,147
Meigs,James Stahl,,U.S. Senate,,0
Meigs,Ted Strickland,Democratic,U.S. Senate,,2756
Mercer,Tom Connors,,U.S. Senate,,283
Mercer,Joseph R. DeMare,Green,U.S. Senate,,192
Mercer,Rob Portman,Republican,U.S. Senate,,17812
Mercer,Scott Rupert,,U.S. Senate,,236
Mercer,James Stahl,,U.S. Senate,,0
Mercer,Ted Strickland,Democratic,U.S. Senate,,2919
Miami,Tom Connors,,U.S. Senate,,738
Miami,Joseph R. DeMare,Green,U.S. Senate,,760
Miami,Rob Portman,Republican,U.S. Senate,,40745
Miami,Scott Rupert,,U.S. Senate,,674
Miami,James Stahl,,U.S. Senate,,0
Miami,Ted Strickland,Democratic,U.S. Senate,,9202
Monroe,Tom Connors,,U.S. Senate,,150
Monroe,Joseph R. DeMare,Green,U.S. Senate,,96
Monroe,Rob Portman,Republican,U.S. Senate,,3981
Monroe,Scott Rupert,,U.S. Senate,,125
Monroe,James Stahl,,U.S. Senate,,0
Monroe,Ted Strickland,Democratic,U.S. Senate,,2270
Montgomery,Tom Connors,,U.S. Senate,,3551
Montgomery,Joseph R. DeMare,Green,U.S. Senate,,4217
Montgomery,Rob Portman,Republican,U.S. Senate,,144700
Montgomery,Scott Rupert,,U.S. Senate,,3255
Montgomery,James Stahl,,U.S. Senate,,0
Montgomery,Ted Strickland,Democratic,U.S. Senate,,98101
Morgan,Tom Connors,,U.S. Senate,,136
Morgan,Joseph R. DeMare,Green,U.S. Senate,,75
Morgan,Rob Portman,Republican,U.S. Senate,,4336
Morgan,Scott Rupert,,U.S. Senate,,79
Morgan,James Stahl,,U.S. Senate,,0
Morgan,Ted Strickland,Democratic,U.S. Senate,,1691
Morrow,Tom Connors,,U.S. Senate,,427
Morrow,Joseph R. DeMare,Green,U.S. Senate,,234
Morrow,Rob Portman,Republican,U.S. Senate,,11957
Morrow,Scott Rupert,,U.S. Senate,,298
Morrow,James Stahl,,U.S. Senate,,0
Morrow,Ted Strickland,Democratic,U.S. Senate,,3453
Muskingum,Tom Connors,,U.S. Senate,,629
Muskingum,Joseph R. DeMare,Green,U.S. Senate,,491
Muskingum,Rob Portman,Republican,U.S. Senate,,25944
Muskingum,Scott Rupert,,U.S. Senate,,534
Muskingum,James Stahl,,U.S. Senate,,0
Muskingum,Ted Strickland,Democratic,U.S. Senate,,8871
Noble,Tom Connors,,U.S. Senate,,106
Noble,Joseph R. DeMare,Green,U.S. Senate,,76
Noble,Rob Portman,Republican,U.S. Senate,,4259
Noble,Scott Rupert,,U.S. Senate,,89
Noble,James Stahl,,U.S. Senate,,0
Noble,Ted Strickland,Democratic,U.S. Senate,,1228
Ottawa,Tom Connors,,U.S. Senate,,416
Ottawa,Joseph R. DeMare,Green,U.S. Senate,,334
Ottawa,Rob Portman,Republican,U.S. Senate,,14097
Ottawa,Scott Rupert,,U.S. Senate,,315
Ottawa,James Stahl,,U.S. Senate,,3
Ottawa,Ted Strickland,Democratic,U.S. Senate,,6608
Paulding,Tom Connors,,U.S. Senate,,207
Paulding,Joseph R. DeMare,Green,U.S. Senate,,132
Paulding,Rob Portman,Republican,U.S. Senate,,5743
Paulding,Scott Rupert,,U.S. Senate,,208
Paulding,James Stahl,,U.S. Senate,,0
Paulding,Ted Strickland,Democratic,U.S. Senate,,2576
Perry,Tom Connors,,U.S. Senate,,401
Perry,Joseph R. DeMare,Green,U.S. Senate,,187
Perry,Rob Portman,Republican,U.S. Senate,,10011
Perry,Scott Rupert,,U.S. Senate,,248
Perry,James Stahl,,U.S. Senate,,0
Perry,Ted Strickland,Democratic,U.S. Senate,,4066
Pickaway,Tom Connors,,U.S. Senate,,486
Pickaway,Joseph R. DeMare,Green,U.S. Senate,,257
Pickaway,Rob Portman,Republican,U.S. Senate,,17387
Pickaway,Scott Rupert,,U.S. Senate,,339
Pickaway,James Stahl,,U.S. Senate,,0
Pickaway,Ted Strickland,Democratic,U.S. Senate,,5943
Pike,Tom Connors,,U.S. Senate,,205
Pike,Joseph R. DeMare,Green,U.S. Senate,,96
Pike,Rob Portman,Republican,U.S. Senate,,7354
Pike,Scott Rupert,,U.S. Senate,,181
Pike,James Stahl,,U.S. Senate,,0
Pike,Ted Strickland,Democratic,U.S. Senate,,3839
Portage,Tom Connors,,U.S. Senate,,1669
Portage,Joseph R. DeMare,Green,U.S. Senate,,1664
Portage,Rob Portman,Republican,U.S. Senate,,41313
Portage,Scott Rupert,,U.S. Senate,,1402
Portage,James Stahl,,U.S. Senate,,1
Portage,Ted Strickland,Democratic,U.S. Senate,,27492
Preble,Tom Connors,,U.S. Senate,,356
Preble,Joseph R. DeMare,Green,U.S. Senate,,274
Preble,Rob Portman,Republican,U.S. Senate,,15900
Preble,Scott Rupert,,U.S. Senate,,362
Preble,James Stahl,,U.S. Senate,,0
Preble,Ted Strickland,Democratic,U.S. Senate,,3424
Putnam,Tom Connors,,U.S. Senate,,283
Putnam,Joseph R. DeMare,Green,U.S. Senate,,135
Putnam,Rob Portman,Republican,U.S. Senate,,15326
Putnam,Scott Rupert,,U.S. Senate,,251
Putnam,James Stahl,,U.S. Senate,,0
Putnam,Ted Strickland,Democratic,U.S. Senate,,2538
Richland,Tom Connors,,U.S. Senate,,1255
Richland,Joseph R. DeMare,Green,U.S. Senate,,748
Richland,Rob Portman,Republican,U.S. Senate,,36357
Richland,Scott Rupert,,U.S. Senate,,1046
Richland,James Stahl,,U.S. Senate,,0
Richland,Ted Strickland,Democratic,U.S. Senate,,15078
Ross,Tom Connors,,U.S. Senate,,541
Ross,Joseph R. DeMare,Green,U.S. Senate,,335
Ross,Rob Portman,Republican,U.S. Senate,,19018
Ross,Scott Rupert,,U.S. Senate,,515
Ross,James Stahl,,U.S. Senate,,0
Ross,Ted Strickland,Democratic,U.S. Senate,,9384
Sandusky,Tom Connors,,U.S. Senate,,703
Sandusky,Joseph R. DeMare,Green,U.S. Senate,,516
Sandusky,Rob Portman,Republican,U.S. Senate,,18075
Sandusky,Scott Rupert,,U.S. Senate,,610
Sandusky,James Stahl,,U.S. Senate,,0
Sandusky,Ted Strickland,Democratic,U.S. Senate,,7715
Scioto,Tom Connors,,U.S. Senate,,436
Scioto,Joseph R. DeMare,Green,U.S. Senate,,285
Scioto,Rob Portman,Republican,U.S. Senate,,19336
Scioto,Scott Rupert,,U.S. Senate,,331
Scioto,James Stahl,,U.S. Senate,,2
Scioto,Ted Strickland,Democratic,U.S. Senate,,10271
Seneca,Tom Connors,,U.S. Senate,,451
Seneca,Joseph R. DeMare,Green,U.S. Senate,,383
Seneca,Rob Portman,Republican,U.S. Senate,,16097
Seneca,Scott Rupert,,U.S. Senate,,444
Seneca,James Stahl,,U.S. Senate,,1
Seneca,Ted Strickland,Democratic,U.S. Senate,,6154
Shelby,Tom Connors,,U.S. Senate,,332
Shelby,Joseph R. DeMare,Green,U.S. Senate,,270
Shelby,Rob Portman,Republican,U.S. Senate,,19370
Shelby,Scott Rupert,,U.S. Senate,,351
Shelby,James Stahl,,U.S. Senate,,0
Shelby,Ted Strickland,Democratic,U.S. Senate,,3163
Stark,Tom Connors,,U.S. Senate,,3976
Stark,Joseph R. DeMare,Green,U.S. Senate,,2908
Stark,Rob Portman,Republican,U.S. Senate,,104011
Stark,Scott Rupert,,U.S. Senate,,3100
Stark,James Stahl,,U.S. Senate,,1
Stark,Ted Strickland,Democratic,U.S. Senate,,58440
Summit,Tom Connors,,U.S. Senate,,5291
Summit,Joseph R. DeMare,Green,U.S. Senate,,4850
Summit,Rob Portman,Republican,U.S. Senate,,123025
Summit,Scott Rupert,,U.S. Senate,,3821
Summit,James Stahl,,U.S. Senate,,18
Summit,Ted Strickland,Democratic,U.S. Senate,,112591
Trumbull,Tom Connors,,U.S. Senate,,1879
Trumbull,Joseph R. DeMare,Green,U.S. Senate,,1524
Trumbull,Rob Portman,Republican,U.S. Senate,,50252
Trumbull,Scott Rupert,,U.S. Senate,,1629
Trumbull,James Stahl,,U.S. Senate,,1
Trumbull,Ted Strickland,Democratic,U.S. Senate,,38576
Tuscarawas,Tom Connors,,U.S. Senate,,973
Tuscarawas,Joseph R. DeMare,Green,U.S. Senate,,640
Tuscarawas,Rob Portman,Republican,U.S. Senate,,27032
Tuscarawas,Scott Rupert,,U.S. Senate,,754
Tuscarawas,James Stahl,,U.S. Senate,,0
Tuscarawas,Ted Strickland,Democratic,U.S. Senate,,11147
Union,Tom Connors,,U.S. Senate,,416
Union,Joseph R. DeMare,Green,U.S. Senate,,352
Union,Rob Portman,Republican,U.S. Senate,,19868
Union,Scott Rupert,,U.S. Senate,,433
Union,James Stahl,,U.S. Senate,,0
Union,Ted Strickland,Democratic,U.S. Senate,,5976
Van Wert,Tom Connors,,U.S. Senate,,199
Van Wert,Joseph R. DeMare,Green,U.S. Senate,,183
Van Wert,Rob Portman,Republican,U.S. Senate,,9782
Van Wert,Scott Rupert,,U.S. Senate,,515
Van Wert,James Stahl,,U.S. Senate,,0
Van Wert,Ted Strickland,Democratic,U.S. Senate,,2727
Vinton,Tom Connors,,U.S. Senate,,106
Vinton,Joseph R. DeMare,Green,U.S. Senate,,67
Vinton,Rob Portman,Republican,U.S. Senate,,3478
Vinton,Scott Rupert,,U.S. Senate,,135
Vinton,James Stahl,,U.S. Senate,,0
Vinton,Ted Strickland,Democratic,U.S. Senate,,1546
Warren,Tom Connors,,U.S. Senate,,1660
Warren,Joseph R. DeMare,Green,U.S. Senate,,1377
Warren,Rob Portman,Republican,U.S. Senate,,85848
Warren,Scott Rupert,,U.S. Senate,,1943
Warren,James Stahl,,U.S. Senate,,2
Warren,Ted Strickland,Democratic,U.S. Senate,,23827
Washington,Tom Connors,,U.S. Senate,,473
Washington,Joseph R. DeMare,Green,U.S. Senate,,342
Washington,Rob Portman,Republican,U.S. Senate,,18078
Washington,Scott Rupert,,U.S. Senate,,458
Washington,James Stahl,,U.S. Senate,,1
Washington,Ted Strickland,Democratic,U.S. Senate,,9676
Wayne,Tom Connors,,U.S. Senate,,1052
Wayne,Joseph R. DeMare,Green,U.S. Senate,,741
Wayne,Rob Portman,Republican,U.S. Senate,,33604
Wayne,Scott Rupert,,U.S. Senate,,931
Wayne,James Stahl,,U.S. Senate,,0
Wayne,Ted Strickland,Democratic,U.S. Senate,,12697
Williams,Tom Connors,,U.S. Senate,,431
Williams,Joseph R. DeMare,Green,U.S. Senate,,267
Williams,Rob Portman,Republican,U.S. Senate,,12224
Williams,Scott Rupert,,U.S. Senate,,359
Williams,James Stahl,,U.S. Senate,,0
Williams,Ted Strickland,Democratic,U.S. Senate,,3692
Wood,Tom Connors,,U.S. Senate,,938
Wood,Joseph R. DeMare,Green,U.S. Senate,,1428
Wood,Rob Portman,Republican,U.S. Senate,,37532
Wood,Scott Rupert,,U.S. Senate,,877
Wood,James Stahl,,U.S. Senate,,0
Wood,Ted Strickland,Democratic,U.S. Senate,,22393
Wyandot,Tom Connors,,U.S. Senate,,193
