county,candidate,party,office,district,votes
Belmont,Andy Thompson,Republican,State House,95,7612
Carroll,Ginny Favede,Democratic,State House,95,4183
Carroll,Andy Thompson,Republican,State House,95,8180
Harrison,Ginny Favede,Democratic,State House,95,3003
Harrison,Andy Thompson,Republican,State House,95,3951
Noble,Ginny Favede,Democratic,State House,95,1690
Noble,Andy Thompson,Republican,State House,95,4035
Washington,Ginny Favede,Democratic,State House,95,4720
Washington,Andy Thompson,Republican,State House,95,9888
Belmont,Jack Cera,Democratic,State House,96,12412
Jefferson,Jack Cera,Democratic,State House,96,20432
Monroe,Jack Cera,Democratic,State House,96,4757
Guernsey,Brian D. Hill,Republican,State House,97,12069
Muskingum,Brian D. Hill,Republican,State House,97,25416
Holmes,Jeremiah M. Johnson,Democratic,State House,98,859
Holmes,Al Landis,Republican,State House,98,5269
Tuscarawas,Jeremiah M. Johnson,Democratic,State House,98,12495
Tuscarawas,Al Landis,Republican,State House,98,27201
Ashtabula,John Patterson,Democratic,State House,99,26214
Geauga,John Patterson,Democratic,State House,99,5863
