county,candidate,party,office,district,votes
Morrow,Bruce E. Jaynes,,President,,1
Morrow,Gary Johnson,,President,,569
Morrow,Chris Keniston,,President,,0
Morrow,Barry Kirschner,,President,,0
Morrow,Laurence Kotlikoff,,President,,0
Morrow,Joseph Maldonado,,President,,0
Morrow,Michael Andrew Maturen,,President,,0
Morrow,Evan McMullin,,President,,56
Morrow,Monica Moorehead,,President,,0
Morrow,Joe Schriner,,President,,0
Morrow,Mike Smith,,President,,0
Morrow,Jill Stein,Green,President,,102
Morrow,Josiah R. Stroh,,President,,0
Morrow,Douglas W. Thomson,,President,,0
Morrow,Donald J. Trump,Republican,President,,11948
Muskingum,James Jerome Bell,,President,,0
Muskingum,Michael Bickelmeyer,,President,,0
Muskingum,Darrell L. Castle,,President,,6
Muskingum,Hillary Clinton,Democratic,President,,11123
Muskingum,Richard Duncan,,President,,240
Muskingum,Cherunda Fox,,President,,0
Muskingum,Ben Hartnell,,President,,1
Muskingum,Tom Hoefling,,President,,3
Muskingum,Bruce E. Jaynes,,President,,0
Muskingum,Gary Johnson,,President,,1244
Muskingum,Chris Keniston,,President,,0
Muskingum,Barry Kirschner,,President,,0
Muskingum,Laurence Kotlikoff,,President,,0
Muskingum,Joseph Maldonado,,President,,0
Muskingum,Michael Andrew Maturen,,President,,4
Muskingum,Evan McMullin,,President,,53
Muskingum,Monica Moorehead,,President,,0
Muskingum,Joe Schriner,,President,,0
Muskingum,Mike Smith,,President,,0
Muskingum,Jill Stein,Green,President,,261
Muskingum,Josiah R. Stroh,,President,,0
Muskingum,Douglas W. Thomson,,President,,0
Muskingum,Donald J. Trump,Republican,President,,24056
Noble,James Jerome Bell,,President,,0
Noble,Michael Bickelmeyer,,President,,0
Noble,Darrell L. Castle,,President,,0
Noble,Hillary Clinton,Democratic,President,,1221
Noble,Richard Duncan,,President,,53
Noble,Cherunda Fox,,President,,0
Noble,Ben Hartnell,,President,,1
Noble,Tom Hoefling,,President,,0
Noble,Bruce E. Jaynes,,President,,0
Noble,Gary Johnson,,President,,152
Noble,Chris Keniston,,President,,0
Noble,Barry Kirschner,,President,,0
Noble,Laurence Kotlikoff,,President,,0
Noble,Joseph Maldonado,,President,,0
Noble,Michael Andrew Maturen,,President,,0
Noble,Evan McMullin,,President,,3
Noble,Monica Moorehead,,President,,0
Noble,Joe Schriner,,President,,0
Noble,Mike Smith,,President,,0
Noble,Jill Stein,Green,President,,34
Noble,Josiah R. Stroh,,President,,0
Noble,Douglas W. Thomson,,President,,0
Noble,Donald J. Trump,Republican,President,,4549
Ottawa,James Jerome Bell,,President,,0
Ottawa,Michael Bickelmeyer,,President,,0
Ottawa,Darrell L. Castle,,President,,2
Ottawa,Hillary Clinton,Democratic,President,,8285
Ottawa,Richard Duncan,,President,,140
Ottawa,Cherunda Fox,,President,,0
Ottawa,Ben Hartnell,,President,,0
Ottawa,Tom Hoefling,,President,,0
Ottawa,Bruce E. Jaynes,,President,,0
Ottawa,Gary Johnson,,President,,957
Ottawa,Chris Keniston,,President,,2
Ottawa,Barry Kirschner,,President,,0
Ottawa,Laurence Kotlikoff,,President,,0
Ottawa,Joseph Maldonado,,President,,0
Ottawa,Michael Andrew Maturen,,President,,2
Ottawa,Evan McMullin,,President,,29
Ottawa,Monica Moorehead,,President,,0
Ottawa,Joe Schriner,,President,,1
Ottawa,Mike Smith,,President,,0
Ottawa,Jill Stein,Green,President,,147
Ottawa,Josiah R. Stroh,,President,,0
Ottawa,Douglas W. Thomson,,President,,0
Ottawa,Donald J. Trump,Republican,President,,12653
Paulding,James Jerome Bell,,President,,0
Paulding,Michael Bickelmeyer,,President,,0
Paulding,Darrell L. Castle,,President,,5
Paulding,Hillary Clinton,Democratic,President,,2093
Paulding,Richard Duncan,,President,,78
Paulding,Cherunda Fox,,President,,0
Paulding,Ben Hartnell,,President,,0
Paulding,Tom Hoefling,,President,,1
Paulding,Bruce E. Jaynes,,President,,0
Paulding,Gary Johnson,,President,,279
Paulding,Chris Keniston,,President,,0
Paulding,Barry Kirschner,,President,,0
Paulding,Laurence Kotlikoff,,President,,0
Paulding,Joseph Maldonado,,President,,0
Paulding,Michael Andrew Maturen,,President,,0
Paulding,Evan McMullin,,President,,13
Paulding,Monica Moorehead,,President,,0
Paulding,Joe Schriner,,President,,0
Paulding,Mike Smith,,President,,0
Paulding,Jill Stein,Green,President,,78
Paulding,Josiah R. Stroh,,President,,0
Paulding,Douglas W. Thomson,,President,,0
Paulding,Donald J. Trump,Republican,President,,6500
Perry,James Jerome Bell,,President,,0
Perry,Michael Bickelmeyer,,President,,0
Perry,Darrell L. Castle,,President,,4
Perry,Hillary Clinton,Democratic,President,,4138
Perry,Richard Duncan,,President,,105
Perry,Cherunda Fox,,President,,0
Perry,Ben Hartnell,,President,,1
Perry,Tom Hoefling,,President,,0
Perry,Bruce E. Jaynes,,President,,0
Perry,Gary Johnson,,President,,405
Perry,Chris Keniston,,President,,1
Perry,Barry Kirschner,,President,,0
Perry,Laurence Kotlikoff,,President,,0
Perry,Joseph Maldonado,,President,,0
Perry,Michael Andrew Maturen,,President,,2
Perry,Evan McMullin,,President,,8
Perry,Monica Moorehead,,President,,0
Perry,Joe Schriner,,President,,0
Perry,Mike Smith,,President,,0
Perry,Jill Stein,Green,President,,103
Perry,Josiah R. Stroh,,President,,0
Perry,Douglas W. Thomson,,President,,0
Perry,Donald J. Trump,Republican,President,,10228
Pickaway,James Jerome Bell,,President,,0
Pickaway,Michael Bickelmeyer,,President,,0
Pickaway,Darrell L. Castle,,President,,13
Pickaway,Hillary Clinton,Democratic,President,,6529
Pickaway,Richard Duncan,,President,,114
Pickaway,Cherunda Fox,,President,,0
Pickaway,Ben Hartnell,,President,,0
Pickaway,Tom Hoefling,,President,,3
Pickaway,Bruce E. Jaynes,,President,,0
Pickaway,Gary Johnson,,President,,756
Pickaway,Chris Keniston,,President,,0
Pickaway,Barry Kirschner,,President,,0
Pickaway,Laurence Kotlikoff,,President,,0
Pickaway,Joseph Maldonado,,President,,0
Pickaway,Michael Andrew Maturen,,President,,4
Pickaway,Evan McMullin,,President,,70
Pickaway,Monica Moorehead,,President,,0
Pickaway,Joe Schriner,,President,,0
Pickaway,Mike Smith,,President,,0
Pickaway,Jill Stein,Green,President,,180
Pickaway,Josiah R. Stroh,,President,,0
Pickaway,Douglas W. Thomson,,President,,0
Pickaway,Donald J. Trump,Republican,President,,17076
Pike,James Jerome Bell,,President,,0
Pike,Michael Bickelmeyer,,President,,0
Pike,Darrell L. Castle,,President,,2
Pike,Hillary Clinton,Democratic,President,,3539
Pike,Richard Duncan,,President,,83
Pike,Cherunda Fox,,President,,0
Pike,Ben Hartnell,,President,,2
Pike,Tom Hoefling,,President,,0
Pike,Bruce E. Jaynes,,President,,0
Pike,Gary Johnson,,President,,283
Pike,Chris Keniston,,President,,0
Pike,Barry Kirschner,,President,,0
Pike,Laurence Kotlikoff,,President,,0
Pike,Joseph Maldonado,,President,,0
Pike,Michael Andrew Maturen,,President,,0
Pike,Evan McMullin,,President,,10
Pike,Monica Moorehead,,President,,0
Pike,Joe Schriner,,President,,0
Pike,Mike Smith,,President,,0
Pike,Jill Stein,Green,President,,58
Pike,Josiah R. Stroh,,President,,0
Pike,Douglas W. Thomson,,President,,0
Pike,Donald J. Trump,Republican,President,,7902
Portage,James Jerome Bell,,President,,0
Portage,Michael Bickelmeyer,,President,,1
Portage,Darrell L. Castle,,President,,18
Portage,Hillary Clinton,Democratic,President,,32397
Portage,Richard Duncan,,President,,411
Portage,Cherunda Fox,,President,,1
Portage,Ben Hartnell,,President,,1
Portage,Tom Hoefling,,President,,2
Portage,Bruce E. Jaynes,,President,,0
Portage,Gary Johnson,,President,,2415
Portage,Chris Keniston,,President,,2
Portage,Barry Kirschner,,President,,1
Portage,Laurence Kotlikoff,,President,,7
Portage,Joseph Maldonado,,President,,0
Portage,Michael Andrew Maturen,,President,,1
Portage,Evan McMullin,,President,,69
Portage,Monica Moorehead,,President,,0
Portage,Joe Schriner,,President,,0
Portage,Mike Smith,,President,,2
Portage,Jill Stein,Green,President,,840
Portage,Josiah R. Stroh,,President,,0
Portage,Douglas W. Thomson,,President,,0
Portage,Donald J. Trump,Republican,President,,39971
Preble,James Jerome Bell,,President,,0
Preble,Michael Bickelmeyer,,President,,0
Preble,Darrell L. Castle,,President,,1
Preble,Hillary Clinton,Democratic,President,,4325
Preble,Richard Duncan,,President,,102
Preble,Cherunda Fox,,President,,0
Preble,Ben Hartnell,,President,,0
Preble,Tom Hoefling,,President,,0
Preble,Bruce E. Jaynes,,President,,0
Preble,Gary Johnson,,President,,553
Preble,Chris Keniston,,President,,0
Preble,Barry Kirschner,,President,,0
Preble,Laurence Kotlikoff,,President,,0
Preble,Joseph Maldonado,,President,,0
Preble,Michael Andrew Maturen,,President,,0
Preble,Evan McMullin,,President,,12
Preble,Monica Moorehead,,President,,0
Preble,Joe Schriner,,President,,0
Preble,Mike Smith,,President,,0
Preble,Jill Stein,Green,President,,126
Preble,Josiah R. Stroh,,President,,0
Preble,Douglas W. Thomson,,President,,0
Preble,Donald J. Trump,Republican,President,,15446
Putnam,James Jerome Bell,,President,,0
Putnam,Michael Bickelmeyer,,President,,0
Putnam,Darrell L. Castle,,President,,6
Putnam,Hillary Clinton,Democratic,President,,2922
Putnam,Richard Duncan,,President,,119
Putnam,Cherunda Fox,,President,,0
Putnam,Ben Hartnell,,President,,0
Putnam,Tom Hoefling,,President,,0
Putnam,Bruce E. Jaynes,,President,,0
Putnam,Gary Johnson,,President,,638
Putnam,Chris Keniston,,President,,0
Putnam,Barry Kirschner,,President,,1
Putnam,Laurence Kotlikoff,,President,,0
Putnam,Joseph Maldonado,,President,,0
Putnam,Michael Andrew Maturen,,President,,5
Putnam,Evan McMullin,,President,,40
Putnam,Monica Moorehead,,President,,0
Putnam,Joe Schriner,,President,,2
Putnam,Mike Smith,,President,,1
Putnam,Jill Stein,Green,President,,72
Putnam,Josiah R. Stroh,,President,,0
Putnam,Douglas W. Thomson,,President,,0
Putnam,Donald J. Trump,Republican,President,,14961
Richland,James Jerome Bell,,President,,0
Richland,Michael Bickelmeyer,,President,,0
Richland,Darrell L. Castle,,President,,30
Richland,Hillary Clinton,Democratic,President,,16085
Richland,Richard Duncan,,President,,353
Richland,Cherunda Fox,,President,,0
Richland,Ben Hartnell,,President,,0
Richland,Tom Hoefling,,President,,15
Richland,Bruce E. Jaynes,,President,,0
Richland,Gary Johnson,,President,,1637
Richland,Chris Keniston,,President,,3
Richland,Barry Kirschner,,President,,0
Richland,Laurence Kotlikoff,,President,,0
Richland,Joseph Maldonado,,President,,0
Richland,Michael Andrew Maturen,,President,,0
Richland,Evan McMullin,,President,,113
Richland,Monica Moorehead,,President,,0
Richland,Joe Schriner,,President,,1
Richland,Mike Smith,,President,,0
Richland,Jill Stein,Green,President,,387
Richland,Josiah R. Stroh,,President,,0
Richland,Douglas W. Thomson,,President,,0
Richland,Donald J. Trump,Republican,President,,36590
Ross,James Jerome Bell,,President,,0
Ross,Michael Bickelmeyer,,President,,0
Ross,Darrell L. Castle,,President,,18
Ross,Hillary Clinton,Democratic,President,,10356
Ross,Richard Duncan,,President,,163
Ross,Cherunda Fox,,President,,0
Ross,Ben Hartnell,,President,,2
Ross,Tom Hoefling,,President,,2
Ross,Bruce E. Jaynes,,President,,1
Ross,Gary Johnson,,President,,934
Ross,Chris Keniston,,President,,0
Ross,Barry Kirschner,,President,,0
Ross,Laurence Kotlikoff,,President,,0
Ross,Joseph Maldonado,,President,,1
Ross,Michael Andrew Maturen,,President,,1
Ross,Evan McMullin,,President,,41
Ross,Monica Moorehead,,President,,0
Ross,Joe Schriner,,President,,0
Ross,Mike Smith,,President,,0
Ross,Jill Stein,Green,President,,209
Ross,Josiah R. Stroh,,President,,0
Ross,Douglas W. Thomson,,President,,0
Ross,Donald J. Trump,Republican,President,,18652
Sandusky,James Jerome Bell,,President,,0
Sandusky,Michael Bickelmeyer,,President,,0
Sandusky,Darrell L. Castle,,President,,10
Sandusky,Hillary Clinton,Democratic,President,,9929
Sandusky,Richard Duncan,,President,,190
Sandusky,Cherunda Fox,,President,,0
Sandusky,Ben Hartnell,,President,,0
Sandusky,Tom Hoefling,,President,,0
Sandusky,Bruce E. Jaynes,,President,,0
Sandusky,Gary Johnson,,President,,1263
Sandusky,Chris Keniston,,President,,2
Sandusky,Barry Kirschner,,President,,0
Sandusky,Laurence Kotlikoff,,President,,0
Sandusky,Joseph Maldonado,,President,,1
Sandusky,Michael Andrew Maturen,,President,,2
Sandusky,Evan McMullin,,President,,20
Sandusky,Monica Moorehead,,President,,0
Sandusky,Joe Schriner,,President,,0
Sandusky,Mike Smith,,President,,0
Sandusky,Jill Stein,Green,President,,311
Sandusky,Josiah R. Stroh,,President,,0
Sandusky,Douglas W. Thomson,,President,,0
Sandusky,Donald J. Trump,Republican,President,,16316
Scioto,James Jerome Bell,,President,,0
Scioto,Michael Bickelmeyer,,President,,0
Scioto,Darrell L. Castle,,President,,3
Scioto,Hillary Clinton,Democratic,President,,9132
Scioto,Richard Duncan,,President,,165
Scioto,Cherunda Fox,,President,,0
Scioto,Ben Hartnell,,President,,0
Scioto,Tom Hoefling,,President,,6
Scioto,Bruce E. Jaynes,,President,,0
Scioto,Gary Johnson,,President,,699
Scioto,Chris Keniston,,President,,0
Scioto,Barry Kirschner,,President,,0
Scioto,Laurence Kotlikoff,,President,,0
Scioto,Joseph Maldonado,,President,,0
Scioto,Michael Andrew Maturen,,President,,0
Scioto,Evan McMullin,,President,,12
Scioto,Monica Moorehead,,President,,0
Scioto,Joe Schriner,,President,,0
Scioto,Mike Smith,,President,,0
Scioto,Jill Stein,Green,President,,217
Scioto,Josiah R. Stroh,,President,,0
Scioto,Douglas W. Thomson,,President,,0
Scioto,Donald J. Trump,Republican,President,,20550
Seneca,James Jerome Bell,,President,,0
Seneca,Michael Bickelmeyer,,President,,0
Seneca,Darrell L. Castle,,President,,7
Seneca,Hillary Clinton,Democratic,President,,7404
Seneca,Richard Duncan,,President,,187
Seneca,Cherunda Fox,,President,,0
Seneca,Ben Hartnell,,President,,0
Seneca,Tom Hoefling,,President,,3
Seneca,Bruce E. Jaynes,,President,,0
Seneca,Gary Johnson,,President,,1302
Seneca,Chris Keniston,,President,,0
Seneca,Barry Kirschner,,President,,0
Seneca,Laurence Kotlikoff,,President,,0
Seneca,Joseph Maldonado,,President,,1
Seneca,Michael Andrew Maturen,,President,,0
Seneca,Evan McMullin,,President,,15
Seneca,Monica Moorehead,,President,,1
Seneca,Joe Schriner,,President,,0
Seneca,Mike Smith,,President,,0
Seneca,Jill Stein,Green,President,,242
Seneca,Josiah R. Stroh,,President,,0
Seneca,Douglas W. Thomson,,President,,0
Seneca,Donald J. Trump,Republican,President,,14825
Shelby,James Jerome Bell,,President,,0
Shelby,Michael Bickelmeyer,,President,,0
Shelby,Darrell L. Castle,,President,,17
Shelby,Hillary Clinton,Democratic,President,,4243
Shelby,Richard Duncan,,President,,132
Shelby,Cherunda Fox,,President,,0
Shelby,Ben Hartnell,,President,,1
Shelby,Tom Hoefling,,President,,0
Shelby,Bruce E. Jaynes,,President,,0
Shelby,Gary Johnson,,President,,594
Shelby,Chris Keniston,,President,,2
Shelby,Barry Kirschner,,President,,0
Shelby,Laurence Kotlikoff,,President,,0
Shelby,Joseph Maldonado,,President,,0
Shelby,Michael Andrew Maturen,,President,,3
Shelby,Evan McMullin,,President,,33
Shelby,Monica Moorehead,,President,,0
Shelby,Joe Schriner,,President,,0
Shelby,Mike Smith,,President,,0
Shelby,Jill Stein,Green,President,,125
Shelby,Josiah R. Stroh,,President,,0
Shelby,Douglas W. Thomson,,President,,0
Shelby,Donald J. Trump,Republican,President,,18590
Stark,James Jerome Bell,,President,,0
Stark,Michael Bickelmeyer,,President,,0
Stark,Darrell L. Castle,,President,,59
Stark,Hillary Clinton,Democratic,President,,68146
Stark,Richard Duncan,,President,,1062
Stark,Cherunda Fox,,President,,0
Stark,Ben Hartnell,,President,,2
Stark,Tom Hoefling,,President,,9
Stark,Bruce E. Jaynes,,President,,0
Stark,Gary Johnson,,President,,5693
Stark,Chris Keniston,,President,,4
Stark,Barry Kirschner,,President,,0
Stark,Laurence Kotlikoff,,President,,3
Stark,Joseph Maldonado,,President,,1
Stark,Michael Andrew Maturen,,President,,12
Stark,Evan McMullin,,President,,463
Stark,Monica Moorehead,,President,,0
Stark,Joe Schriner,,President,,3
Stark,Mike Smith,,President,,0
Stark,Jill Stein,Green,President,,1393
Stark,Josiah R. Stroh,,President,,1
Stark,Douglas W. Thomson,,President,,0
Stark,Donald J. Trump,Republican,President,,98388
Summit,James Jerome Bell,,President,,0
Summit,Michael Bickelmeyer,,President,,0
Summit,Darrell L. Castle,,President,,97
Summit,Hillary Clinton,Democratic,President,,134256
Summit,Richard Duncan,,President,,1041
Summit,Cherunda Fox,,President,,0
Summit,Ben Hartnell,,President,,6
Summit,Tom Hoefling,,President,,16
Summit,Bruce E. Jaynes,,President,,0
Summit,Gary Johnson,,President,,7472
Summit,Chris Keniston,,President,,3
Summit,Barry Kirschner,,President,,0
Summit,Laurence Kotlikoff,,President,,17
Summit,Joseph Maldonado,,President,,0
Summit,Michael Andrew Maturen,,President,,57
Summit,Evan McMullin,,President,,643
Summit,Monica Moorehead,,President,,5
Summit,Joe Schriner,,President,,2
Summit,Mike Smith,,President,,7
Summit,Jill Stein,Green,President,,2330
Summit,Josiah R. Stroh,,President,,1
Summit,Douglas W. Thomson,,President,,0
Summit,Donald J. Trump,Republican,President,,112026
Trumbull,James Jerome Bell,,President,,0
Trumbull,Michael Bickelmeyer,,President,,0
Trumbull,Darrell L. Castle,,President,,31
Trumbull,Hillary Clinton,Democratic,President,,43014
Trumbull,Richard Duncan,,President,,535
Trumbull,Cherunda Fox,,President,,0
Trumbull,Ben Hartnell,,President,,1
Trumbull,Tom Hoefling,,President,,1
Trumbull,Bruce E. Jaynes,,President,,0
Trumbull,Gary Johnson,,President,,2489
Trumbull,Chris Keniston,,President,,1
Trumbull,Barry Kirschner,,President,,0
Trumbull,Laurence Kotlikoff,,President,,1
Trumbull,Joseph Maldonado,,President,,0
Trumbull,Michael Andrew Maturen,,President,,3
Trumbull,Evan McMullin,,President,,78
Trumbull,Monica Moorehead,,President,,0
Trumbull,Joe Schriner,,President,,0
Trumbull,Mike Smith,,President,,2
Trumbull,Jill Stein,Green,President,,849
Trumbull,Josiah R. Stroh,,President,,0
Trumbull,Douglas W. Thomson,,President,,0
Trumbull,Donald J. Trump,Republican,President,,49024
Tuscarawas,James Jerome Bell,,President,,0
Tuscarawas,Michael Bickelmeyer,,President,,0
Tuscarawas,Darrell L. Castle,,President,,7
Tuscarawas,Hillary Clinton,Democratic,President,,12188
Tuscarawas,Richard Duncan,,President,,261
Tuscarawas,Cherunda Fox,,President,,0
Tuscarawas,Ben Hartnell,,President,,1
Tuscarawas,Tom Hoefling,,President,,5
Tuscarawas,Bruce E. Jaynes,,President,,0
Tuscarawas,Gary Johnson,,President,,1606
Tuscarawas,Chris Keniston,,President,,2
Tuscarawas,Barry Kirschner,,President,,0
Tuscarawas,Laurence Kotlikoff,,President,,0
Tuscarawas,Joseph Maldonado,,President,,0
Tuscarawas,Michael Andrew Maturen,,President,,2
Tuscarawas,Evan McMullin,,President,,11
Tuscarawas,Monica Moorehead,,President,,0
Tuscarawas,Joe Schriner,,President,,0
Tuscarawas,Mike Smith,,President,,1
Tuscarawas,Jill Stein,Green,President,,287
Tuscarawas,Josiah R. Stroh,,President,,0
Tuscarawas,Douglas W. Thomson,,President,,0
Tuscarawas,Donald J. Trump,Republican,President,,26918
Union,James Jerome Bell,,President,,0
Union,Michael Bickelmeyer,,President,,0
Union,Darrell L. Castle,,President,,17
Union,Hillary Clinton,Democratic,President,,7718
Union,Richard Duncan,,President,,121
Union,Cherunda Fox,,President,,0
Union,Ben Hartnell,,President,,3
Union,Tom Hoefling,,President,,0
Union,Bruce E. Jaynes,,President,,0
Union,Gary Johnson,,President,,1119
Union,Chris Keniston,,President,,2
Union,Barry Kirschner,,President,,0
Union,Laurence Kotlikoff,,President,,2
Union,Joseph Maldonado,,President,,0
Union,Michael Andrew Maturen,,President,,0
Union,Evan McMullin,,President,,143
Union,Monica Moorehead,,President,,0
Union,Joe Schriner,,President,,1
Union,Mike Smith,,President,,0
Union,Jill Stein,Green,President,,207
Union,Josiah R. Stroh,,President,,0
Union,Douglas W. Thomson,,President,,0
Union,Donald J. Trump,Republican,President,,18096
Van Wert,James Jerome Bell,,President,,0
Van Wert,Michael Bickelmeyer,,President,,0
Van Wert,Darrell L. Castle,,President,,0
Van Wert,Hillary Clinton,Democratic,President,,2697
Van Wert,Richard Duncan,,President,,69
Van Wert,Cherunda Fox,,President,,0
Van Wert,Ben Hartnell,,President,,0
Van Wert,Tom Hoefling,,President,,0
Van Wert,Bruce E. Jaynes,,President,,0
Van Wert,Gary Johnson,,President,,429
Van Wert,Chris Keniston,,President,,1
Van Wert,Barry Kirschner,,President,,0
Van Wert,Laurence Kotlikoff,,President,,0
Van Wert,Joseph Maldonado,,President,,0
Van Wert,Michael Andrew Maturen,,President,,0
Van Wert,Evan McMullin,,President,,0
Van Wert,Monica Moorehead,,President,,0
Van Wert,Joe Schriner,,President,,0
Van Wert,Mike Smith,,President,,0
Van Wert,Jill Stein,Green,President,,105
Van Wert,Josiah R. Stroh,,President,,0
Van Wert,Douglas W. Thomson,,President,,0
Van Wert,Donald J. Trump,Republican,President,,10469
Vinton,James Jerome Bell,,President,,0
Vinton,Michael Bickelmeyer,,President,,0
Vinton,Darrell L. Castle,,President,,0
Vinton,Hillary Clinton,Democratic,President,,1351
Vinton,Richard Duncan,,President,,57
Vinton,Cherunda Fox,,President,,0
Vinton,Ben Hartnell,,President,,0
Vinton,Tom Hoefling,,President,,0
Vinton,Bruce E. Jaynes,,President,,0
Vinton,Gary Johnson,,President,,168
Vinton,Chris Keniston,,President,,0
Vinton,Barry Kirschner,,President,,0
Vinton,Laurence Kotlikoff,,President,,0
Vinton,Joseph Maldonado,,President,,0
Vinton,Michael Andrew Maturen,,President,,0
Vinton,Evan McMullin,,President,,0
Vinton,Monica Moorehead,,President,,0
Vinton,Joe Schriner,,President,,0
Vinton,Mike Smith,,President,,0
Vinton,Jill Stein,Green,President,,43
Vinton,Josiah R. Stroh,,President,,0
Vinton,Douglas W. Thomson,,President,,0
Vinton,Donald J. Trump,Republican,President,,3883
Warren,James Jerome Bell,,President,,0
Warren,Michael Bickelmeyer,,President,,0
Warren,Darrell L. Castle,,President,,39
Warren,Hillary Clinton,Democratic,President,,33730
Warren,Richard Duncan,,President,,341
Warren,Cherunda Fox,,President,,1
Warren,Ben Hartnell,,President,,1
Warren,Tom Hoefling,,President,,3
Warren,Bruce E. Jaynes,,President,,0
Warren,Gary Johnson,,President,,4335
Warren,Chris Keniston,,President,,4
Warren,Barry Kirschner,,President,,1
Warren,Laurence Kotlikoff,,President,,4
Warren,Joseph Maldonado,,President,,1
Warren,Michael Andrew Maturen,,President,,15
Warren,Evan McMullin,,President,,434
Warren,Monica Moorehead,,President,,0
Warren,Joe Schriner,,President,,0
Warren,Mike Smith,,President,,0
Warren,Jill Stein,Green,President,,715
Warren,Josiah R. Stroh,,President,,0
Warren,Douglas W. Thomson,,President,,0
Warren,Donald J. Trump,Republican,President,,77643
Washington,James Jerome Bell,,President,,0
Washington,Michael Bickelmeyer,,President,,0
Washington,Darrell L. Castle,,President,,6
Washington,Hillary Clinton,Democratic,President,,8026
Washington,Richard Duncan,,President,,184
Washington,Cherunda Fox,,President,,0
Washington,Ben Hartnell,,President,,0
Washington,Tom Hoefling,,President,,0
Washington,Bruce E. Jaynes,,President,,1
Washington,Gary Johnson,,President,,892
Washington,Chris Keniston,,President,,0
Washington,Barry Kirschner,,President,,0
Washington,Laurence Kotlikoff,,President,,0
Washington,Joseph Maldonado,,President,,0
Washington,Michael Andrew Maturen,,President,,0
Washington,Evan McMullin,,President,,9
Washington,Monica Moorehead,,President,,0
Washington,Joe Schriner,,President,,0
Washington,Mike Smith,,President,,0
Washington,Jill Stein,Green,President,,208
Washington,Josiah R. Stroh,,President,,0
Washington,Douglas W. Thomson,,President,,0
Washington,Donald J. Trump,Republican,President,,20514
Wayne,James Jerome Bell,,President,,0
Wayne,Michael Bickelmeyer,,President,,0
Wayne,Darrell L. Castle,,President,,38
Wayne,Hillary Clinton,Democratic,President,,15031
Wayne,Richard Duncan,,President,,312
Wayne,Cherunda Fox,,President,,0
Wayne,Ben Hartnell,,President,,2
Wayne,Tom Hoefling,,President,,5
Wayne,Bruce E. Jaynes,,President,,0
Wayne,Gary Johnson,,President,,1624
Wayne,Chris Keniston,,President,,2
Wayne,Barry Kirschner,,President,,0
Wayne,Laurence Kotlikoff,,President,,0
Wayne,Joseph Maldonado,,President,,0
Wayne,Michael Andrew Maturen,,President,,1
Wayne,Evan McMullin,,President,,187
Wayne,Monica Moorehead,,President,,0
Wayne,Joe Schriner,,President,,2
Wayne,Mike Smith,,President,,0
Wayne,Jill Stein,Green,President,,379
Wayne,Josiah R. Stroh,,President,,0
Wayne,Douglas W. Thomson,,President,,0
Wayne,Donald J. Trump,Republican,President,,32270
Williams,James Jerome Bell,,President,,0
Williams,Michael Bickelmeyer,,President,,0
Williams,Darrell L. Castle,,President,,7
Williams,Hillary Clinton,Democratic,President,,4358
Williams,Richard Duncan,,President,,131
Williams,Cherunda Fox,,President,,0
Williams,Ben Hartnell,,President,,0
Williams,Tom Hoefling,,President,,2
Williams,Bruce E. Jaynes,,President,,0
Williams,Gary Johnson,,President,,703
Williams,Chris Keniston,,President,,1
Williams,Barry Kirschner,,President,,0
Williams,Laurence Kotlikoff,,President,,0
Williams,Joseph Maldonado,,President,,0
Williams,Michael Andrew Maturen,,President,,2
Williams,Evan McMullin,,President,,35
Williams,Monica Moorehead,,President,,0
Williams,Joe Schriner,,President,,0
Williams,Mike Smith,,President,,0
Williams,Jill Stein,Green,President,,130
Williams,Josiah R. Stroh,,President,,0
Williams,Douglas W. Thomson,,President,,0
Williams,Donald J. Trump,Republican,President,,11939
Wood,James Jerome Bell,,President,,0
Wood,Michael Bickelmeyer,,President,,0
Wood,Darrell L. Castle,,President,,29
Wood,Hillary Clinton,Democratic,President,,27318
Wood,Richard Duncan,,President,,344
Wood,Cherunda Fox,,President,,0
Wood,Ben Hartnell,,President,,1
Wood,Tom Hoefling,,President,,0
Wood,Bruce E. Jaynes,,President,,0
Wood,Gary Johnson,,President,,3264
Wood,Chris Keniston,,President,,2
Wood,Barry Kirschner,,President,,0
Wood,Laurence Kotlikoff,,President,,0
Wood,Joseph Maldonado,,President,,0
Wood,Michael Andrew Maturen,,President,,17
Wood,Evan McMullin,,President,,178
Wood,Monica Moorehead,,President,,0
Wood,Joe Schriner,,President,,0
Wood,Mike Smith,,President,,1
Wood,Jill Stein,Green,President,,689
Wood,Josiah R. Stroh,,President,,0
Wood,Douglas W. Thomson,,President,,0
Wood,Donald J. Trump,Republican,President,,32498
Wyandot,James Jerome Bell,,President,,0
Wyandot,Michael Bickelmeyer,,President,,0
Wyandot,Darrell L. Castle,,President,,8
Wyandot,Hillary Clinton,Democratic,President,,2515
Wyandot,Richard Duncan,,President,,63
Wyandot,Cherunda Fox,,President,,0
Wyandot,Ben Hartnell,,President,,1
Wyandot,Tom Hoefling,,President,,2
Wyandot,Bruce E. Jaynes,,President,,0
Wyandot,Gary Johnson,,President,,437
Wyandot,Chris Keniston,,President,,0
Wyandot,Barry Kirschner,,President,,0
Wyandot,Laurence Kotlikoff,,President,,0
Wyandot,Joseph Maldonado,,President,,0
Wyandot,Michael Andrew Maturen,,President,,0
Wyandot,Evan McMullin,,President,,13
