candidate,county,district,office,party,votes
Mary Taylor,Logan,,STATE AUDITOR,Republican,3733
Mary Taylor,Lorain,,STATE AUDITOR,Republican,11902
Mary Taylor,Lucas,,STATE AUDITOR,Republican,12017
Mary Taylor,Madison,,STATE AUDITOR,Republican,2532
Mary Taylor,Mahoning,,STATE AUDITOR,Republican,6490
Mary Taylor,Marion,,STATE AUDITOR,Republican,4696
Mary Taylor,Medina,,STATE AUDITOR,Republican,9303
Mary Taylor,Meigs,,STATE AUDITOR,Republican,1619
Mary Taylor,Mercer,,STATE AUDITOR,Republican,2424
Mary Taylor,Miami,,STATE AUDITOR,Republican,7562
Mary Taylor,Monroe,,STATE AUDITOR,Republican,498
Mary Taylor,Montgomery,,STATE AUDITOR,Republican,20829
Mary Taylor,Morgan,,STATE AUDITOR,Republican,1355
Mary Taylor,Morrow,,STATE AUDITOR,Republican,3218
Mary Taylor,Muskingum,,STATE AUDITOR,Republican,5758
Mary Taylor,Noble,,STATE AUDITOR,Republican,1077
Mary Taylor,Ottawa,,STATE AUDITOR,Republican,2467
Mary Taylor,Paulding,,STATE AUDITOR,Republican,1792
Mary Taylor,Perry,,STATE AUDITOR,Republican,1864
Mary Taylor,Pickaway,,STATE AUDITOR,Republican,2912
Mary Taylor,Pike,,STATE AUDITOR,Republican,768
Mary Taylor,Portage,,STATE AUDITOR,Republican,6340
Mary Taylor,Preble,,STATE AUDITOR,Republican,3082
Mary Taylor,Putnam,,STATE AUDITOR,Republican,3708
Mary Taylor,Richland,,STATE AUDITOR,Republican,9334
Mary Taylor,Ross,,STATE AUDITOR,Republican,3459
Mary Taylor,Sandusky,,STATE AUDITOR,Republican,3880
Mary Taylor,Scioto,,STATE AUDITOR,Republican,2956
Mary Taylor,Seneca,,STATE AUDITOR,Republican,3428
Mary Taylor,Shelby,,STATE AUDITOR,Republican,2603
Mary Taylor,Stark,,STATE AUDITOR,Republican,24944
Mary Taylor,Summit,,STATE AUDITOR,Republican,21954
Mary Taylor,Trumbull,,STATE AUDITOR,Republican,5881
Mary Taylor,Tuscarawas,,STATE AUDITOR,Republican,3630
Mary Taylor,Union,,STATE AUDITOR,Republican,3687
Mary Taylor,Van Wert,,STATE AUDITOR,Republican,2921
Mary Taylor,Vinton,,STATE AUDITOR,Republican,854
Mary Taylor,Warren,,STATE AUDITOR,Republican,14612
Mary Taylor,Washington,,STATE AUDITOR,Republican,3364
Mary Taylor,Wayne,,STATE AUDITOR,Republican,6333
Mary Taylor,Williams,,STATE AUDITOR,Republican,3876
Mary Taylor,Wood,,STATE AUDITOR,Republican,5642
Mary Taylor,Wyandot,,STATE AUDITOR,Republican,2342
Jim Hoppel,Columbiana, 1,STATE REPRESENTATIVES,Republican,6876
Jon Peterson,Delaware, 2,STATE REPRESENTATIVES,Republican,13038
Jim Carmichael,Wayne, 3,STATE REPRESENTATIVES,Republican,7020
Matt Huffman,Allen, 4,STATE REPRESENTATIVES,Republican,11786
Kyle J. Farmer,Fairfield, 5,STATE REPRESENTATIVES,Republican,5559
Douglas G. Leith,Fairfield, 5,STATE REPRESENTATIVES,Republican,4182
Gerald L. Stebelton,Fairfield, 5,STATE REPRESENTATIVES,Republican,6914
Robert E. Latta,Wood, 6,STATE REPRESENTATIVES,Republican,6598
Beverly Valencic,Cuyahoga, 7,STATE REPRESENTATIVES,Republican,2045
"Jimmie Hicks, Jr.",Cuyahoga, 9,STATE REPRESENTATIVES,Republican,1221
Rosalind A. McAllister,Cuyahoga,10,STATE REPRESENTATIVES,Republican,627
Anthony Cefaratti,Cuyahoga,12,STATE REPRESENTATIVES,Republican,881
John Patrick Hildebrand (WI),Cuyahoga,13,STATE REPRESENTATIVES,Republican,110
William J. McGivern,Cuyahoga,14,STATE REPRESENTATIVES,Republican,2070
David G. Fago,Cuyahoga,15,STATE REPRESENTATIVES,Republican,2911
Edward Fitzpatrick Herman,Cuyahoga,16,STATE REPRESENTATIVES,Republican,8012
Josh Mandel,Cuyahoga,17,STATE REPRESENTATIVES,Republican,5931
Thomas F. Patton,Cuyahoga,18,STATE REPRESENTATIVES,Republican,5909
Larry L. Flowers,Franklin,19,STATE REPRESENTATIVES,Republican,8699
Jim McGregor,Franklin,20,STATE REPRESENTATIVES,Republican,7391
Kevin Bacon,Franklin,21,STATE REPRESENTATIVES,Republican,5810
Jim Hughes,Franklin,22,STATE REPRESENTATIVES,Republican,7207
Larry Wolpert,Franklin,23,STATE REPRESENTATIVES,Republican,7958
Geoffrey C. Smith,Franklin,24,STATE REPRESENTATIVES,Republican,6093
Michael D. Wiles,Franklin,25,STATE REPRESENTATIVES,Republican,2837
Michael D. Elicson,Franklin,26,STATE REPRESENTATIVES,Republican,1720
John Edward Jufko,Franklin,27,STATE REPRESENTATIVES,Republican,902
Jim Raussen,Hamilton,28,STATE REPRESENTATIVES,Republican,6391
"Louis W. Blessing, Jr.",Hamilton,29,STATE REPRESENTATIVES,Republican,7419
Bill Seitz,Hamilton,30,STATE REPRESENTATIVES,Republican,7601
Sheryl Ross,Hamilton,31,STATE REPRESENTATIVES,Republican,1755
Theo Barnes,Hamilton,32,STATE REPRESENTATIVES,Republican,859
Mike Poast,Hamilton,32,STATE REPRESENTATIVES,Republican,996
Rob Thornton,Hamilton,33,STATE REPRESENTATIVES,Republican,1674
"Tom Brinkman, Jr.",Hamilton,34,STATE REPRESENTATIVES,Republican,9247
Michelle G. Schneider,Hamilton,35,STATE REPRESENTATIVES,Republican,5819
Michelle G. Schneider,Warren,35,STATE REPRESENTATIVES,Republican,6321
Arlene J. Setzer,Montgomery,36,STATE REPRESENTATIVES,Republican,6343
Jon Husted,Montgomery,37,STATE REPRESENTATIVES,Republican,6564
John J. White,Montgomery,38,STATE REPRESENTATIVES,Republican,6077
George B. Coles,Montgomery,39,STATE REPRESENTATIVES,Republican,1001
Martin Arbagi,Montgomery,40,STATE REPRESENTATIVES,Republican,2186
Thomas Cousineau,Summit,41,STATE REPRESENTATIVES,Republican,5658
Stephen Murphy,Summit,41,STATE REPRESENTATIVES,Republican,2617
John Widowfield,Summit,42,STATE REPRESENTATIVES,Republican,6648
Christine Croce,Portage,43,STATE REPRESENTATIVES,Republican,1382
Christine Croce,Summit,43,STATE REPRESENTATIVES,Republican,3645
Joseph D. Crawford,Summit,44,STATE REPRESENTATIVES,Republican,1755
Joshua L. Jones,Summit,45,STATE REPRESENTATIVES,Republican,2934
Mark Wagoner,Lucas,46,STATE REPRESENTATIVES,Republican,6624
Ernie Berry,Lucas,47,STATE REPRESENTATIVES,Republican,2216
Carolyn J. Eyre,Lucas,48,STATE REPRESENTATIVES,Republican,1048
Steve Hornyak,Lucas,49,STATE REPRESENTATIVES,Republican,2541
John P. Hagan,Stark,50,STATE REPRESENTATIVES,Republican,8059
Scott Oelslager,Stark,51,STATE REPRESENTATIVES,Republican,12725
Eric Waldrop,Stark,52,STATE REPRESENTATIVES,Republican,3766
Shawn N. Webster,Butler,53,STATE REPRESENTATIVES,Republican,6347
Courtney E. Combs,Butler,54,STATE REPRESENTATIVES,Republican,5946
Bill Coley,Butler,55,STATE REPRESENTATIVES,Republican,7008
Barry S. Garrett,Lorain,56,STATE REPRESENTATIVES,Republican,2322
Earl J. Martin,Lorain,57,STATE REPRESENTATIVES,Republican,7193
Nicholas W. Brusky,Huron,58,STATE REPRESENTATIVES,Republican,711
Nicholas W. Brusky,Lorain,58,STATE REPRESENTATIVES,Republican,1217
Nicholas W. Brusky,Seneca,58,STATE REPRESENTATIVES,Republican,125
Dan White,Huron,58,STATE REPRESENTATIVES,Republican,2571
Dan White,Lorain,58,STATE REPRESENTATIVES,Republican,2051
Dan White,Seneca,58,STATE REPRESENTATIVES,Republican,570
Mark A. Hanni,Mahoning,59,STATE REPRESENTATIVES,Republican,2517
Brant Luther,Carroll,61,STATE REPRESENTATIVES,Republican,1377
Brant Luther,Mahoning,61,STATE REPRESENTATIVES,Republican,871
Brant Luther,Stark,61,STATE REPRESENTATIVES,Republican,1547
Brant Luther,Tuscarawas,61,STATE REPRESENTATIVES,Republican,221
Randy Pope,Carroll,61,STATE REPRESENTATIVES,Republican,1629
Randy Pope,Mahoning,61,STATE REPRESENTATIVES,Republican,1021
Randy Pope,Stark,61,STATE REPRESENTATIVES,Republican,1025
Randy Pope,Tuscarawas,61,STATE REPRESENTATIVES,Republican,328
Jason Andrzejewski,Lake,62,STATE REPRESENTATIVES,Republican,1965
Greg Schmidt,Lake,62,STATE REPRESENTATIVES,Republican,3675
Carol-Ann Schindel,Lake,63,STATE REPRESENTATIVES,Republican,3776
Randy Law,Trumbull,64,STATE REPRESENTATIVES,Republican,3960
Arno A. Hill,Trumbull,65,STATE REPRESENTATIVES,Republican,2301
Joseph W. Uecker,Clermont,66,STATE REPRESENTATIVES,Republican,11075
Shannon Jones,Warren,67,STATE REPRESENTATIVES,Republican,5021
John Meyer,Warren,67,STATE REPRESENTATIVES,Republican,1465
"Corwin Keith Nixon, Jr.",Warren,67,STATE REPRESENTATIVES,Republican,4819
Bill Davis,Portage,68,STATE REPRESENTATIVES,Republican,4381
William G. Batchelder,Medina,69,STATE REPRESENTATIVES,Republican,7828
Kevin DeWine,Greene,70,STATE REPRESENTATIVES,Republican,7882
Jay Hottinger,Licking,71,STATE REPRESENTATIVES,Republican,9384
Ross W. McGregor,Clark,72,STATE REPRESENTATIVES,Republican,5232
Philip R. Holloway,Richland,73,STATE REPRESENTATIVES,Republican,6978
Marcus U. Bowling,Defiance,74,STATE REPRESENTATIVES,Republican,377
Marcus U. Bowling,Fulton,74,STATE REPRESENTATIVES,Republican,2053
Marcus U. Bowling,Williams,74,STATE REPRESENTATIVES,Republican,999
Bruce W. Goodwin,Defiance,74,STATE REPRESENTATIVES,Republican,1620
Bruce W. Goodwin,Fulton,74,STATE REPRESENTATIVES,Republican,1513
Bruce W. Goodwin,Williams,74,STATE REPRESENTATIVES,Republican,943
David W. Swanson,Defiance,74,STATE REPRESENTATIVES,Republican,477
David W. Swanson,Fulton,74,STATE REPRESENTATIVES,Republican,572
David W. Swanson,Williams,74,STATE REPRESENTATIVES,Republican,2016
Jim J. Volkert,Defiance,74,STATE REPRESENTATIVES,Republican,1714
Jim J. Volkert,Fulton,74,STATE REPRESENTATIVES,Republican,816
Jim J. Volkert,Williams,74,STATE REPRESENTATIVES,Republican,1148
Tony Burkley,Defiance,75,STATE REPRESENTATIVES,Republican,51
Tony Burkley,Henry,75,STATE REPRESENTATIVES,Republican,1500
Tony Burkley,Paulding,75,STATE REPRESENTATIVES,Republican,1693
Tony Burkley,Putnam,75,STATE REPRESENTATIVES,Republican,1371
Tony Burkley,Van Wert,75,STATE REPRESENTATIVES,Republican,1546
Lynn R. Wachtmann,Defiance,75,STATE REPRESENTATIVES,Republican,113
Lynn R. Wachtmann,Henry,75,STATE REPRESENTATIVES,Republican,3463
Lynn R. Wachtmann,Paulding,75,STATE REPRESENTATIVES,Republican,917
Lynn R. Wachtmann,Putnam,75,STATE REPRESENTATIVES,Republican,3955
Lynn R. Wachtmann,Van Wert,75,STATE REPRESENTATIVES,Republican,2378
Cliff Hite,Auglaize,76,STATE REPRESENTATIVES,Republican,609
Cliff Hite,Hancock,76,STATE REPRESENTATIVES,Republican,7967
Cliff Hite,Hardin,76,STATE REPRESENTATIVES,Republican,1474
Jeremy D. Swartz,Auglaize,76,STATE REPRESENTATIVES,Republican,1106
Jeremy D. Swartz,Hancock,76,STATE REPRESENTATIVES,Republican,2722
Jeremy D. Swartz,Hardin,76,STATE REPRESENTATIVES,Republican,1382
Keith Faber,Darke,77,STATE REPRESENTATIVES,Republican,3094
Keith Faber,Mercer,77,STATE REPRESENTATIVES,Republican,3046
Keith Faber,Preble,77,STATE REPRESENTATIVES,Republican,3377
John Adams,Auglaize,78,STATE REPRESENTATIVES,Republican,1820
John Adams,Champaign,78,STATE REPRESENTATIVES,Republican,1298
John Adams,Shelby,78,STATE REPRESENTATIVES,Republican,2568
Ron William Bennett,Auglaize,78,STATE REPRESENTATIVES,Republican,255
Ron William Bennett,Champaign,78,STATE REPRESENTATIVES,Republican,240
Ron William Bennett,Shelby,78,STATE REPRESENTATIVES,Republican,235
Michael A. Galluzzo,Auglaize,78,STATE REPRESENTATIVES,Republican,167
Michael A. Galluzzo,Champaign,78,STATE REPRESENTATIVES,Republican,226
Michael A. Galluzzo,Shelby,78,STATE REPRESENTATIVES,Republican,174
Steven R. Hess,Auglaize,78,STATE REPRESENTATIVES,Republican,757
Steven R. Hess,Champaign,78,STATE REPRESENTATIVES,Republican,2937
Steven R. Hess,Shelby,78,STATE REPRESENTATIVES,Republican,637
Diana Fessler,Darke,79,STATE REPRESENTATIVES,Republican,1112
Diana Fessler,Miami,79,STATE REPRESENTATIVES,Republican,6973
Joseph Hartzell,Darke,79,STATE REPRESENTATIVES,Republican,97
Joseph Hartzell,Miami,79,STATE REPRESENTATIVES,Republican,3252
Edward J. Enderle,Erie,80,STATE REPRESENTATIVES,Republican,3846
Edward J. Enderle,Ottawa,80,STATE REPRESENTATIVES,Republican,1859
Jeff Wagner,Ottawa,81,STATE REPRESENTATIVES,Republican,572
Jeff Wagner,Sandusky,81,STATE REPRESENTATIVES,Republican,4471
Jeff Wagner,Seneca,81,STATE REPRESENTATIVES,Republican,3648
Steve Reinhard,Crawford,82,STATE REPRESENTATIVES,Republican,4199
Steve Reinhard,Marion,82,STATE REPRESENTATIVES,Republican,2795
Steve Reinhard,Wyandot,82,STATE REPRESENTATIVES,Republican,2501
Anthony E. Core,Logan,83,STATE REPRESENTATIVES,Republican,4173
Anthony E. Core,Marion,83,STATE REPRESENTATIVES,Republican,1460
Anthony E. Core,Union,83,STATE REPRESENTATIVES,Republican,3152
Michael J. King,Logan,83,STATE REPRESENTATIVES,Republican,1153
Michael J. King,Marion,83,STATE REPRESENTATIVES,Republican,840
Michael J. King,Union,83,STATE REPRESENTATIVES,Republican,1134
Christopher R. Widener,Clark,84,STATE REPRESENTATIVES,Republican,2897
Christopher R. Widener,Greene,84,STATE REPRESENTATIVES,Republican,2985
Christopher R. Widener,Madison,84,STATE REPRESENTATIVES,Republican,3067
John M. Schlichter,Fayette,85,STATE REPRESENTATIVES,Republican,2590
John M. Schlichter,Pickaway,85,STATE REPRESENTATIVES,Republican,1186
John M. Schlichter,Ross,85,STATE REPRESENTATIVES,Republican,3310
David T. Daniels,Clinton,86,STATE REPRESENTATIVES,Republican,3056
David T. Daniels,Highland,86,STATE REPRESENTATIVES,Republican,2029
David T. Daniels,Pike,86,STATE REPRESENTATIVES,Republican,843
Clyde Evans,Gallia,87,STATE REPRESENTATIVES,Republican,1776
Clyde Evans,Jackson,87,STATE REPRESENTATIVES,Republican,2258
Clyde Evans,Lawrence,87,STATE REPRESENTATIVES,Republican,1934
Clyde Evans,Ross,87,STATE REPRESENTATIVES,Republican,454
Clyde Evans,Vinton,87,STATE REPRESENTATIVES,Republican,1051
Danny R. Bubp,Adams,88,STATE REPRESENTATIVES,Republican,1686
Danny R. Bubp,Brown,88,STATE REPRESENTATIVES,Republican,1995
Danny R. Bubp,Clermont,88,STATE REPRESENTATIVES,Republican,2950
Paul Hall,Adams,88,STATE REPRESENTATIVES,Republican,543
Paul Hall,Brown,88,STATE REPRESENTATIVES,Republican,1580
Paul Hall,Clermont,88,STATE REPRESENTATIVES,Republican,2623
Tim Knauff,Adams,89,STATE REPRESENTATIVES,Republican,867
Tim Knauff,Lawrence,89,STATE REPRESENTATIVES,Republican,2251
Tim Knauff,Scioto,89,STATE REPRESENTATIVES,Republican,3333
Thom Collier,Ashland,90,STATE REPRESENTATIVES,Republican,1264
Thom Collier,Knox,90,STATE REPRESENTATIVES,Republican,4376
Thom Collier,Morrow,90,STATE REPRESENTATIVES,Republican,3094
Thom Collier,Richland,90,STATE REPRESENTATIVES,Republican,2122
Gary Burkholder,Hocking,91,STATE REPRESENTATIVES,Republican,431
Gary Burkholder,Licking,91,STATE REPRESENTATIVES,Republican,1235
Gary Burkholder,Perry,91,STATE REPRESENTATIVES,Republican,819
Gary Burkholder,Pickaway,91,STATE REPRESENTATIVES,Republican,223
William C. Hayes,Hocking,91,STATE REPRESENTATIVES,Republican,677
William C. Hayes,Licking,91,STATE REPRESENTATIVES,Republican,1769
William C. Hayes,Perry,91,STATE REPRESENTATIVES,Republican,863
William C. Hayes,Pickaway,91,STATE REPRESENTATIVES,Republican,410
Chuck Wellman,Hocking,91,STATE REPRESENTATIVES,Republican,573
Chuck Wellman,Licking,91,STATE REPRESENTATIVES,Republican,605
Chuck Wellman,Perry,91,STATE REPRESENTATIVES,Republican,597
Chuck Wellman,Pickaway,91,STATE REPRESENTATIVES,Republican,1724
Jimmy Stewart,Athens,92,STATE REPRESENTATIVES,Republican,1883
Jimmy Stewart,Meigs,92,STATE REPRESENTATIVES,Republican,2181
Jimmy Stewart,Morgan,92,STATE REPRESENTATIVES,Republican,1722
Jimmy Stewart,Washington,92,STATE REPRESENTATIVES,Republican,1498
Donald J. Gadd,Guernsey,93,STATE REPRESENTATIVES,Republican,2563
Donald J. Gadd,Monroe,93,STATE REPRESENTATIVES,Republican,474
Donald J. Gadd,Muskingum,93,STATE REPRESENTATIVES,Republican,362
Donald J. Gadd,Noble,93,STATE REPRESENTATIVES,Republican,1120
Donald J. Gadd,Washington,93,STATE REPRESENTATIVES,Republican,1896
Jim Aslanides,Coshocton,94,STATE REPRESENTATIVES,Republican,3422
Jim Aslanides,Muskingum,94,STATE REPRESENTATIVES,Republican,5907
A. J. Voytecek,Belmont,95,STATE REPRESENTATIVES,Republican,1016
A. J. Voytecek,Jefferson,95,STATE REPRESENTATIVES,Republican,2689
Shane M. Thompson,Belmont,96,STATE REPRESENTATIVES,Republican,1536
Shane M. Thompson,Harrison,96,STATE REPRESENTATIVES,Republican,771
Shane M. Thompson,Tuscarawas,96,STATE REPRESENTATIVES,Republican,2976
Bob Gibbs,Ashland,97,STATE REPRESENTATIVES,Republican,3996
Bob Gibbs,Holmes,97,STATE REPRESENTATIVES,Republican,3198
Bob Gibbs,Medina,97,STATE REPRESENTATIVES,Republican,2584
Matthew J. Dolan,Cuyahoga,98,STATE REPRESENTATIVES,Republican,1210
Matthew J. Dolan,Geauga,98,STATE REPRESENTATIVES,Republican,7245
William Pikor,Ashtabula,99,STATE REPRESENTATIVES,Republican,3120
William Pikor,Trumbull,99,STATE REPRESENTATIVES,Republican,101
Donald Rogers,Ashtabula,99,STATE REPRESENTATIVES,Republican,2019
Donald Rogers,Trumbull,99,STATE REPRESENTATIVES,Republican,190
Stephen Buehrer,Auglaize, 1,STATE SENATE,Republican,1376
Stephen Buehrer,Defiance, 1,STATE SENATE,Republican,2949
Stephen Buehrer,Fulton, 1,STATE SENATE,Republican,4505
Stephen Buehrer,Hancock, 1,STATE SENATE,Republican,6634
Stephen Buehrer,Hardin, 1,STATE SENATE,Republican,1964
Stephen Buehrer,Henry, 1,STATE SENATE,Republican,2029
Stephen Buehrer,Paulding, 1,STATE SENATE,Republican,1308
Stephen Buehrer,Putnam, 1,STATE SENATE,Republican,2638
Stephen Buehrer,Van Wert, 1,STATE SENATE,Republican,2119
Stephen Buehrer,Williams, 1,STATE SENATE,Republican,4045
James M. Hoops,Auglaize, 1,STATE SENATE,Republican,646
James M. Hoops,Defiance, 1,STATE SENATE,Republican,1555
James M. Hoops,Fulton, 1,STATE SENATE,Republican,1337
James M. Hoops,Hancock, 1,STATE SENATE,Republican,4008
James M. Hoops,Hardin, 1,STATE SENATE,Republican,1464
James M. Hoops,Henry, 1,STATE SENATE,Republican,3024
James M. Hoops,Paulding, 1,STATE SENATE,Republican,1209
James M. Hoops,Putnam, 1,STATE SENATE,Republican,2646
James M. Hoops,Van Wert, 1,STATE SENATE,Republican,1791
James M. Hoops,Williams, 1,STATE SENATE,Republican,1424
David Goodman,Franklin, 3,STATE SENATE,Republican,21214
Donald K. McLaurin,Darke, 5,STATE SENATE,Republican,950
Donald K. McLaurin,Miami, 5,STATE SENATE,Republican,7124
Donald K. McLaurin,Montgomery, 5,STATE SENATE,Republican,3375
Robert L. Schuler,Hamilton, 7,STATE SENATE,Republican,13221
Robert L. Schuler,Warren, 7,STATE SENATE,Republican,14100
Maggie Nafziger,Hamilton, 9,STATE SENATE,Republican,4587
Caron van Deventer,Lucas,11,STATE SENATE,Republican,5532
Martha W. Wise,Huron,13,STATE SENATE,Republican,2479
Martha W. Wise,Lorain,13,STATE SENATE,Republican,11882
Martha W. Wise,Seneca,13,STATE SENATE,Republican,590
John M. Roscoe,Franklin,15,STATE SENATE,Republican,5548
"John A. Carey, Jr.",Clinton,17,STATE SENATE,Republican,3104
"John A. Carey, Jr.",Fayette,17,STATE SENATE,Republican,2482
"John A. Carey, Jr.",Gallia,17,STATE SENATE,Republican,1742
"John A. Carey, Jr.",Highland,17,STATE SENATE,Republican,1889
"John A. Carey, Jr.",Jackson,17,STATE SENATE,Republican,2579
"John A. Carey, Jr.",Lawrence,17,STATE SENATE,Republican,1959
"John A. Carey, Jr.",Pickaway,17,STATE SENATE,Republican,1191
"John A. Carey, Jr.",Pike,17,STATE SENATE,Republican,854
"John A. Carey, Jr.",Ross,17,STATE SENATE,Republican,3701
"John A. Carey, Jr.",Vinton,17,STATE SENATE,Republican,1066
Bill Harris,Ashland,19,STATE SENATE,Republican,1343
Bill Harris,Delaware,19,STATE SENATE,Republican,12212
Bill Harris,Knox,19,STATE SENATE,Republican,4301
Bill Harris,Morrow,19,STATE SENATE,Republican,3142
Bill Harris,Richland,19,STATE SENATE,Republican,10133
Burrell Antonio Jackson,Cuyahoga,21,STATE SENATE,Republican,1056
Richard L. Norris,Cuyahoga,21,STATE SENATE,Republican,1839
Howard Shrimpton,Cuyahoga,23,STATE SENATE,Republican,6525
David Lynch,Cuyahoga,25,STATE SENATE,Republican,5002
Kevin Coughlin,Summit,27,STATE SENATE,Republican,17323
Kirk Schuring,Stark,29,STATE SENATE,Republican,25148
Jeff Furr,Fairfield,31,STATE SENATE,Republican,1253
Jeff Furr,Hocking,31,STATE SENATE,Republican,119
Jeff Furr,Licking,31,STATE SENATE,Republican,1401
Jeff Furr,Perry,31,STATE SENATE,Republican,191
Jeff Furr,Pickaway,31,STATE SENATE,Republican,167
Ron Hood,Fairfield,31,STATE SENATE,Republican,6316
Ron Hood,Hocking,31,STATE SENATE,Republican,1106
Ron Hood,Licking,31,STATE SENATE,Republican,6885
Ron Hood,Perry,31,STATE SENATE,Republican,1200
Ron Hood,Pickaway,31,STATE SENATE,Republican,1238
Tim Schaffer,Fairfield,31,STATE SENATE,Republican,10523
Tim Schaffer,Hocking,31,STATE SENATE,Republican,621
Tim Schaffer,Licking,31,STATE SENATE,Republican,5553
Tim Schaffer,Perry,31,STATE SENATE,Republican,1211
Tim Schaffer,Pickaway,31,STATE SENATE,Republican,879
Tracey Winbush,Carroll,33,STATE SENATE,Republican,2145
Tracey Winbush,Mahoning,33,STATE SENATE,Republican,6019
Tracey Winbush,Stark,33,STATE SENATE,Republican,1812
Tracey Winbush,Tuscarawas,33,STATE SENATE,Republican,403
Jennette B. Bradley,Adams,,STATE TREASURE,Republican,1310
Jennette B. Bradley,Allen,,STATE TREASURE,Republican,5650
Jennette B. Bradley,Ashland,,STATE TREASURE,Republican,2445
Jennette B. Bradley,Ashtabula,,STATE TREASURE,Republican,2339
Jennette B. Bradley,Athens,,STATE TREASURE,Republican,915
Jennette B. Bradley,Auglaize,,STATE TREASURE,Republican,2192
Jennette B. Bradley,Belmont,,STATE TREASURE,Republican,1350
Jennette B. Bradley,Brown,,STATE TREASURE,Republican,1389
Jennette B. Bradley,Butler,,STATE TREASURE,Republican,9271
Jennette B. Bradley,Carroll,,STATE TREASURE,Republican,1120
Jennette B. Bradley,Champaign,,STATE TREASURE,Republican,1805
Jennette B. Bradley,Clark,,STATE TREASURE,Republican,4052
Jennette B. Bradley,Clermont,,STATE TREASURE,Republican,8284
Jennette B. Bradley,Clinton,,STATE TREASURE,Republican,1565
Jennette B. Bradley,Columbiana,,STATE TREASURE,Republican,2833
Jennette B. Bradley,Coshocton,,STATE TREASURE,Republican,1450
Jennette B. Bradley,Crawford,,STATE TREASURE,Republican,1952
Jennette B. Bradley,Cuyahoga,,STATE TREASURE,Republican,21088
Jennette B. Bradley,Darke,,STATE TREASURE,Republican,1974
Jennette B. Bradley,Defiance,,STATE TREASURE,Republican,1499
Jennette B. Bradley,Delaware,,STATE TREASURE,Republican,8516
Jennette B. Bradley,Erie,,STATE TREASURE,Republican,1798
Jennette B. Bradley,Fairfield,,STATE TREASURE,Republican,7585
Jennette B. Bradley,Fayette,,STATE TREASURE,Republican,1508
Jennette B. Bradley,Franklin,,STATE TREASURE,Republican,38728
Jennette B. Bradley,Fulton,,STATE TREASURE,Republican,1800
Jennette B. Bradley,Gallia,,STATE TREASURE,Republican,757
Jennette B. Bradley,Geauga,,STATE TREASURE,Republican,3084
Jennette B. Bradley,Greene,,STATE TREASURE,Republican,5351
Jennette B. Bradley,Guernsey,,STATE TREASURE,Republican,1374
Jennette B. Bradley,Hamilton,,STATE TREASURE,Republican,18935
Jennette B. Bradley,Hancock,,STATE TREASURE,Republican,3928
Jennette B. Bradley,Hardin,,STATE TREASURE,Republican,1447
Jennette B. Bradley,Harrison,,STATE TREASURE,Republican,466
Jennette B. Bradley,Henry,,STATE TREASURE,Republican,1570
Jennette B. Bradley,Highland,,STATE TREASURE,Republican,1121
Jennette B. Bradley,Hocking,,STATE TREASURE,Republican,773
Jennette B. Bradley,Holmes,,STATE TREASURE,Republican,1146
Jennette B. Bradley,Huron,,STATE TREASURE,Republican,1274
Jennette B. Bradley,Jackson,,STATE TREASURE,Republican,1174
Jennette B. Bradley,Jefferson,,STATE TREASURE,Republican,1379
Jennette B. Bradley,Knox,,STATE TREASURE,Republican,2300
Jennette B. Bradley,Lake,,STATE TREASURE,Republican,4647
Jennette B. Bradley,Lawrence,,STATE TREASURE,Republican,2067
Jennette B. Bradley,Licking,,STATE TREASURE,Republican,6642
Jennette B. Bradley,Logan,,STATE TREASURE,Republican,2218
Jennette B. Bradley,Lorain,,STATE TREASURE,Republican,5800
Jennette B. Bradley,Lucas,,STATE TREASURE,Republican,5717
Jennette B. Bradley,Madison,,STATE TREASURE,Republican,1796
Jennette B. Bradley,Mahoning,,STATE TREASURE,Republican,3699
Jennette B. Bradley,Marion,,STATE TREASURE,Republican,2748
Jennette B. Bradley,Medina,,STATE TREASURE,Republican,4379
Jennette B. Bradley,Meigs,,STATE TREASURE,Republican,884
Jennette B. Bradley,Mercer,,STATE TREASURE,Republican,1211
Jennette B. Bradley,Miami,,STATE TREASURE,Republican,3835
Jennette B. Bradley,Monroe,,STATE TREASURE,Republican,267
Jennette B. Bradley,Montgomery,,STATE TREASURE,Republican,11696
Jennette B. Bradley,Morgan,,STATE TREASURE,Republican,825
Jennette B. Bradley,Morrow,,STATE TREASURE,Republican,1857
Jennette B. Bradley,Muskingum,,STATE TREASURE,Republican,3148
Jennette B. Bradley,Noble,,STATE TREASURE,Republican,722
Jennette B. Bradley,Ottawa,,STATE TREASURE,Republican,1282
Jennette B. Bradley,Paulding,,STATE TREASURE,Republican,933
Jennette B. Bradley,Perry,,STATE TREASURE,Republican,1230
Jennette B. Bradley,Pickaway,,STATE TREASURE,Republican,1930
Jennette B. Bradley,Pike,,STATE TREASURE,Republican,484
Jennette B. Bradley,Portage,,STATE TREASURE,Republican,2817
Jennette B. Bradley,Preble,,STATE TREASURE,Republican,1785
Jennette B. Bradley,Putnam,,STATE TREASURE,Republican,2163
Jennette B. Bradley,Richland,,STATE TREASURE,Republican,4158
Jennette B. Bradley,Ross,,STATE TREASURE,Republican,2180
Jennette B. Bradley,Sandusky,,STATE TREASURE,Republican,1817
