county,candidate,party,office,district ,votes
Coshocton,Randy Williams ,D,State Senate,20,4260
Holmes,Jim Carnes,R,State Senate,20,6462
Holmes,Randy Williams ,D,State Senate,20,1886
Monroe,Jim Carnes,R,State Senate,20,3895
Monroe,Randy Williams ,D,State Senate,20,2901
Morgan,Jim Carnes,R,State Senate,20,4128
Morgan,Randy Williams ,D,State Senate,20,1599
Muskingum,Jim Carnes,R,State Senate,20,20772
Muskingum,Randy Williams ,D,State Senate,20,10470
Noble,Jim Carnes,R,State Senate,20,3989
Noble,Randy Williams ,D,State Senate,20,1660
Washington,Jim Carnes,R,State Senate,20,15846
Washington,Randy Williams ,D,State Senate,20,8634
Cuyahoga,Ron Amstutz,R,State Senate,22,26147
Cuyahoga,Randy Jotte,,State Senate,22,3019
Cuyahoga,Elizabeth Kelley,D,State Senate,22,23398
Cuyahoga,Cheryl Neufer,L,State Senate,22,1058
Medina,Ron Amstutz,R,State Senate,22,37141
Medina,Randy Jotte,,State Senate,22,2811
Medina,Elizabeth Kelley,D,State Senate,22,21108
Medina,Cheryl Neufer,L,State Senate,22,1379
Wayne,Ron Amstutz,R,State Senate,22,28254
Wayne,Randy Jotte,,State Senate,22,1147
Wayne,Elizabeth Kelley,D,State Senate,22,11445
Wayne,Cheryl Neufer,L,State Senate,22,577
Cuyahoga,Ed Boyle,D,State Senate,24,51843
Cuyahoga,Richard Leirer,N,State Senate,24,4788
Cuyahoga,Bob Spada ,R,State Senate,24,104176
Crawford,Mary Fleure,D,State Senate,26,6754
Crawford,Larry Mumper,R,State Senate,27,11392
Logan,Mary Fleure,D,State Senate,28,5227
Logan,Larry Mumper,R,State Senate,29,11736
Marion,Mary Fleure,D,State Senate,30,9296
Marion,Larry Mumper,R,State Senate,31,14790
Sandusky,Mary Fleure,D,State Senate,32,10029
Sandusky,Larry Mumper,R,State Senate,33,14283
Seneca,Mary Fleure,D,State Senate,34,9167
Seneca,Larry Mumper,R,State Senate,35,14185
Union,Mary Fleure,D,State Senate,36,4683
Union,Larry Mumper,R,State Senate,37,11107
Wyandot,Mary Fleure,D,State Senate,38,3367
Wyandot,Larry Mumper,R,State Senate,39,6016
Portage,Leigh Herington,D,State Senate,28,33871
Portage,Judy Jones,R,State Senate,28,20707
Portage,Pearl Pullman,L,State Senate,28,2535
Summit,Leigh Herington,D,State Senate,28,42947
Summit,Judy Jones,R,State Senate,28,21064
Summit,Pearl Pullman,L,State Senate,28,2147
Columbiana,Greg Didonato,D,State Senate,30,28178
Guernsey,Greg Didonato,D,State Senate,30,10752
Harrison,Greg Didonato,D,State Senate,30,5591
Jefferson,Greg Didonato,D,State Senate,30,25774
Tuscarawas,Greg Didonato,D,State Senate,30,31025
Geauga,Randy Law,R,State Senate,32,20633
Geauga,Arthur Magee,,State Senate,32,1388
Geauga,Timothy Ryan ,D,State Senate,32,14850
Geauga,Patricia Urquhart,L,State Senate,32,1327
Trumbull,Randy Law,R,State Senate,32,26769
Trumbull,Arthur Magee,,State Senate,32,12940
Trumbull,Timothy Ryan ,D,State Senate,32,53003
Trumbull,Patricia Urquhart,L,State Senate,32,2158
