county,candidate,party,office,district,votes
Franklin,Andrew Zukowski,R,U.S. House,12,757
Licking,Andrew Zukowski,R,U.S. House,12,315
Delaware,Eugene Watts,R,U.S. House,12,4386
Franklin,Eugene Watts,R,U.S. House,12,8524
Licking,Eugene Watts,R,U.S. House,12,3421
Delaware,Pat Tiberi,R,U.S. House,12,14963
Franklin,Pat Tiberi,R,U.S. House,12,32469
Licking,Pat Tiberi,R,U.S. House,12,10116
Delaware,Ramona Whisler,R,U.S. House,12,917
Franklin,Ramona Whisler,R,U.S. House,12,1814
Licking,Ramona Whisler,R,U.S. House,12,750
Cuyahoga,Rick Jeric,R,U.S. House,13,1935
Lorain,Rick Jeric,R,U.S. House,13,13503
Portage,Rick Jeric,R,U.S. House,13,4763
Medina,Rick Jeric,R,U.S. House,13,15292
Summit,Rick Jeric,R,U.S. House,13,3844
Trumbull,Rick Jeric,R,U.S. House,13,2014
Geauga,Rick Jeric,R,U.S. House,13,9927
Portage,James Hrubik,R,U.S. House,14,2321
Stark,James Hrubik,R,U.S. House,14,208
Summit,James Hrubik,R,U.S. House,14,16007
Portage,Rick Wood,R,U.S. House,14,3442
Summit,Rick Wood,R,U.S. House,14,21743
Stark,Rick Wood,R,U.S. House,14,201
Franklin,Craig Lortz,R,U.S. House,15,7508
Pickaway,Craig Lortz,R,U.S. House,15,88
Madison,Craig Lortz,R,U.S. House,15,804
Franklin,Deborah Pryce,R,U.S. House,15,56635
Pickaway,Deborah Pryce,R,U.S. House,15,448
Madison,Deborah Pryce,R,U.S. House,15,4848
Ashland,Ralph Regula,R,U.S. House,16,7416
Knox,Ralph Regula,R,U.S. House,16,3118
Wayne,Ralph Regula,R,U.S. House,16,14122
Stark,Ralph Regula,R,U.S. House,16,48800
Holmes,Ralph Regula,R,U.S. House,16,3645
Columbiana,Lyle Williams,R,U.S. House,17,6484
Trumbull,Lyle Williams,R,U.S. House,17,5975
Mahoning,Lyle Williams,R,U.S. House,17,7225
Columbiana,Paul Alberty,R,U.S. House,17,4928
Trumbull,Paul Alberty,R,U.S. House,17,7529
Mahoning,Paul Alberty,R,U.S. House,17,9173
Belmont,Bob Ney,R,U.S. House,18,4769
Carroll,Bob Ney,R,U.S. House,18,3825
Columbiana,Bob Ney,R,U.S. House,18,124
Harrison,Bob Ney,R,U.S. House,18,1763
Monroe,Bob Ney,R,U.S. House,18,1152
Tuscarawas,Bob Ney,R,U.S. House,18,7194
Perry,Bob Ney,R,U.S. House,18,3394
Noble,Bob Ney,R,U.S. House,18,2055
Muskingum,Bob Ney,R,U.S. House,18,9360
Morgan,Bob Ney,R,U.S. House,18,3367
Jefferson,Bob Ney,R,U.S. House,18,5848
Licking,Bob Ney,R,U.S. House,18,7119
Guernsey,Bob Ney,R,U.S. House,18,4521
Coshocton,Bob Ney,R,U.S. House,18,5420
Ashtabula,Steven Latourette,R,U.S. House,19,9927
Cuyahoga,Steven Latourette,R,U.S. House,19,27424
Lake,Steven Latourette,R,U.S. House,19,23782
Hamilton,John Cranley,D,U.S. House,1,24181
Adams,Charles Sanders,D,U.S. House,2,1465
Brown,Charles Sanders,D,U.S. House,2,2865
Hamilton,Charles Sanders,D,U.S. House,2,9876
Clermont,Charles Sanders,D,U.S. House,2,4404
Warren,Charles Sanders,D,U.S. House,2,2376
Montgomery,Tony Hall,D,U.S. House,3,43675
Allen,Daniel Dickman,D,U.S. House,4,4706
Hardin,Daniel Dickman,D,U.S. House,4,1010
Knox,Daniel Dickman,D,U.S. House,4,880
Logan,Daniel Dickman,D,U.S. House,4,978
Auglaize,Daniel Dickman,D,U.S. House,4,1465
Wyandot,Daniel Dickman,D,U.S. House,4,974
Richland,Daniel Dickman,D,U.S. House,4,7199
Morrow,Daniel Dickman,D,U.S. House,4,1601
Marion,Daniel Dickman,D,U.S. House,4,4001
Crawford,Daniel Dickman,D,U.S. House,4,2586
Hancock,Daniel Dickman,D,U.S. House,4,1654
Defiance,Dannie Edmon,D,U.S. House,5,1313
Ottawa,Dannie Edmon,D,U.S. House,5,1431
Sandusky,Dannie Edmon,D,U.S. House,5,3137
Wood,Dannie Edmon,D,U.S. House,5,3370
Williams,Dannie Edmon,D,U.S. House,5,1115
Van Wert,Dannie Edmon,D,U.S. House,5,1486
Seneca,Dannie Edmon,D,U.S. House,5,3053
Putnam,Dannie Edmon,D,U.S. House,5,2234
Paulding,Dannie Edmon,D,U.S. House,5,1135
Mercer,Dannie Edmon,D,U.S. House,5,392
Lorain,Dannie Edmon,D,U.S. House,5,2496
Huron,Dannie Edmon,D,U.S. House,5,2370
Erie,Dannie Edmon,D,U.S. House,5,6466
Henry,Dannie Edmon,D,U.S. House,5,867
Athens,Ted Strickland,D,U.S. House,6,6153
Washington,Ted Strickland,D,U.S. House,6,4563
Warren,Ted Strickland,D,U.S. House,6,2093
Vinton,Ted Strickland,D,U.S. House,6,1473
Ross,Ted Strickland,D,U.S. House,6,2875
Pike,Ted Strickland,D,U.S. House,6,2625
Meigs,Ted Strickland,D,U.S. House,6,1991
Lawrence,Ted Strickland,D,U.S. House,6,4854
Jackson,Ted Strickland,D,U.S. House,6,1594
Hocking,Ted Strickland,D,U.S. House,6,1994
Highland,Ted Strickland,D,U.S. House,6,1861
Clinton,Ted Strickland,D,U.S. House,6,1438
Gallia,Ted Strickland,D,U.S. House,6,2186
Scioto,Ted Strickland,D,U.S. House,6,6589
Champaign,Donald Minor,D,U.S. House,7,1538
Fayette,Donald Minor,D,U.S. House,7,836
Greene,Donald Minor,D,U.S. House,7,6293
Logan,Donald Minor,D,U.S. House,7,816
Union,Donald Minor,D,U.S. House,7,1385
Ross,Donald Minor,D,U.S. House,7,1169
Pickaway,Donald Minor,D,U.S. House,7,1745
Clark,Donald Minor,D,U.S. House,7,7822
Fairfield,Donald Minor,D,U.S. House,7,5914
Butler,John Griffin,D,U.S. House,8,4990
Auglaize,John Griffin,D,U.S. House,8,244
Shelby,John Griffin,D,U.S. House,8,2184
Preble,John Griffin,D,U.S. House,8,961
Montgomery,John Griffin,D,U.S. House,8,78
Miami,John Griffin,D,U.S. House,8,2644
Mercer,John Griffin,D,U.S. House,8,1413
Darke,John Griffin,D,U.S. House,8,1612
Butler,John Parks,D,U.S. House,8,6561
Darke,John Parks,D,U.S. House,8,1710
Mercer,John Parks,D,U.S. House,8,1261
Montgomery,John Parks,D,U.S. House,8,118
Auglaize,John Parks,D,U.S. House,8,278
Shelby,John Parks,D,U.S. House,8,2708
Preble,John Parks,D,U.S. House,8,1108
Miami,John Parks,D,U.S. House,8,2180
Fulton,Marcy Kaptur,D,U.S. House,9,1897
Ottawa,Marcy Kaptur,D,U.S. House,9,1178
Wood,Marcy Kaptur,D,U.S. House,9,3694
Lucas,Marcy Kaptur,D,U.S. House,9,35634
Cuyahoga,C. Smith,D,U.S. House,10,4145
Cuyahoga,Dennis Kucinich,D,U.S. House,10,56781
Cuyahoga,Robert Reed Iii,D,U.S. House,10,2
Cuyahoga,Gerald Henley,D,U.S. House,11,6286
Cuyahoga,Stephanie Jones,D,U.S. House,11,67680
Delaware,Edward Brown,D,U.S. House,12,524
Franklin,Edward Brown,D,U.S. House,12,3448
Licking,Edward Brown,D,U.S. House,12,934
Delaware,Maryellen O`Shaughnessy,D,U.S. House,12,3678
Franklin,Maryellen O`Shaughnessy,D,U.S. House,12,19809
Licking,Maryellen O`Shaughnessy,D,U.S. House,12,3545
Delaware,Ralph Applegate,D,U.S. House,12,329
Franklin,Ralph Applegate,D,U.S. House,12,1564
Licking,Ralph Applegate,D,U.S. House,12,620
Cuyahoga,Sherrod Brown,D,U.S. House,13,1152
Geauga,Sherrod Brown,D,U.S. House,13,5527
Trumbull,Sherrod Brown,D,U.S. House,13,3820
Summit,Sherrod Brown,D,U.S. House,13,3550
Portage,Sherrod Brown,D,U.S. House,13,3626
Medina,Sherrod Brown,D,U.S. House,13,9152
Lorain,Sherrod Brown,D,U.S. House,13,23938
Portage,Thomas Sawyer,D,U.S. House,14,7625
Summit,Thomas Sawyer,D,U.S. House,14,40467
Stark,Thomas Sawyer,D,U.S. House,14,326
Franklin,Bill Buckel,D,U.S. House,15,18805
Pickaway,Bill Buckel,D,U.S. House,15,128
Madison,Bill Buckel,D,U.S. House,15,1308
Ashland,Earl Rodd,D,U.S. House,16,0
Stark,Earl Rodd,D,U.S. House,16,2
Wayne,Earl Rodd,D,U.S. House,16,0
Holmes,Earl Rodd,D,U.S. House,16,0
Knox,Earl Rodd,D,U.S. House,16,2
Ashland,William Smith,D,U.S. House,16,2283
Holmes,William Smith,D,U.S. House,16,746
Stark,William Smith,D,U.S. House,16,33886
Wayne,William Smith,D,U.S. House,16,4702
Knox,William Smith,D,U.S. House,16,1097
Columbiana,Christopher Doutt,D,U.S. House,17,284
Trumbull,Christopher Doutt,D,U.S. House,17,1021
Mahoning,Christopher Doutt,D,U.S. House,17,683
Columbiana,George Tablack,D,U.S. House,17,1156
Trumbull,George Tablack,D,U.S. House,17,4458
Mahoning,George Tablack,D,U.S. House,17,10589
Columbiana,James Traficant,D,U.S. House,17,8316
Mahoning,James Traficant,D,U.S. House,17,28899
Trumbull,James Traficant,D,U.S. House,17,22200
Columbiana,Robert Hagan,D,U.S. House,17,3512
Trumbull,Robert Hagan,D,U.S. House,17,15424
Mahoning,Robert Hagan,D,U.S. House,17,21143
Belmont,Marc Guthrie,D,U.S. House,18,10623
Columbiana,Marc Guthrie,D,U.S. House,18,204
Guernsey,Marc Guthrie,D,U.S. House,18,2124
Jefferson,Marc Guthrie,D,U.S. House,18,10573
Tuscarawas,Marc Guthrie,D,U.S. House,18,10024
Perry,Marc Guthrie,D,U.S. House,18,2287
Noble,Marc Guthrie,D,U.S. House,18,1325
Muskingum,Marc Guthrie,D,U.S. House,18,3551
Morgan,Marc Guthrie,D,U.S. House,18,692
Monroe,Marc Guthrie,D,U.S. House,18,2470
Licking,Marc Guthrie,D,U.S. House,18,4212
Harrison,Marc Guthrie,D,U.S. House,18,2817
Coshocton,Marc Guthrie,D,U.S. House,18,1513
Carroll,Marc Guthrie,D,U.S. House,18,1817
Ashtabula,Dale Blanchard,D,U.S. House,19,7685
Cuyahoga,Dale Blanchard,D,U.S. House,19,19704
Lake,Dale Blanchard,D,U.S. House,19,11352
Hamilton,David Groshoff,L,U.S. House,1,129
Adams,Robert Bidwell,L,U.S. House,2,1
Brown,Robert Bidwell,L,U.S. House,2,2
Hamilton,Robert Bidwell,L,U.S. House,2,84
Clermont,Robert Bidwell,L,U.S. House,2,33
Warren,Robert Bidwell,L,U.S. House,2,8
Montgomery,Ronald Williamitis,L,U.S. House,3,19
Allen,Ralph Mullinger,L,U.S. House,4,6
Hardin,Ralph Mullinger,L,U.S. House,4,4
Knox,Ralph Mullinger,L,U.S. House,4,6
Logan,Ralph Mullinger,L,U.S. House,4,3
Auglaize,Ralph Mullinger,L,U.S. House,4,2
Wyandot,Ralph Mullinger,L,U.S. House,4,1
Richland,Ralph Mullinger,L,U.S. House,4,5
Morrow,Ralph Mullinger,L,U.S. House,4,4
Marion,Ralph Mullinger,L,U.S. House,4,4
Crawford,Ralph Mullinger,L,U.S. House,4,1
Hancock,Ralph Mullinger,L,U.S. House,4,9
Defiance,John Green,L,U.S. House,5,7
Ottawa,John Green,L,U.S. House,5,0
Sandusky,John Green,L,U.S. House,5,4
Wood,John Green,L,U.S. House,5,14
Williams,John Green,L,U.S. House,5,0
Van Wert,John Green,L,U.S. House,5,3
Seneca,John Green,L,U.S. House,5,2
Putnam,John Green,L,U.S. House,5,0
Paulding,John Green,L,U.S. House,5,4
Mercer,John Green,L,U.S. House,5,0
Lorain,John Green,L,U.S. House,5,8
Huron,John Green,L,U.S. House,5,1
Erie,John Green,L,U.S. House,5,6
Henry,John Green,L,U.S. House,5,5
Athens,Kenneth Maccutcheon,L,U.S. House,6,10
Washington,Kenneth Maccutcheon,L,U.S. House,6,6
Warren,Kenneth Maccutcheon,L,U.S. House,6,11
Vinton,Kenneth Maccutcheon,L,U.S. House,6,0
Scioto,Kenneth Maccutcheon,L,U.S. House,6,2
Ross,Kenneth Maccutcheon,L,U.S. House,6,2
Pike,Kenneth Maccutcheon,L,U.S. House,6,0
Meigs,Kenneth Maccutcheon,L,U.S. House,6,0
Lawrence,Kenneth Maccutcheon,L,U.S. House,6,0
Jackson,Kenneth Maccutcheon,L,U.S. House,6,2
Hocking,Kenneth Maccutcheon,L,U.S. House,6,1
Highland,Kenneth Maccutcheon,L,U.S. House,6,3
Clinton,Kenneth Maccutcheon,L,U.S. House,6,4
Gallia,Kenneth Maccutcheon,L,U.S. House,6,0
Champaign,Jack Null,L,U.S. House,7,2
Fayette,Jack Null,L,U.S. House,7,0
Greene,Jack Null,L,U.S. House,7,13
Logan,Jack Null,L,U.S. House,7,1
Union,Jack Null,L,U.S. House,7,11
Ross,Jack Null,L,U.S. House,7,1
Pickaway,Jack Null,L,U.S. House,7,3
Clark,Jack Null,L,U.S. House,7,13
Fairfield,Jack Null,L,U.S. House,7,20
Butler,David Shock,L,U.S. House,8,95
Auglaize,David Shock,L,U.S. House,8,0
Shelby,David Shock,L,U.S. House,8,0
Preble,David Shock,L,U.S. House,8,22
Montgomery,David Shock,L,U.S. House,8,0
Miami,David Shock,L,U.S. House,8,25
Mercer,David Shock,L,U.S. House,8,6
Darke,David Shock,L,U.S. House,8,3
Fulton,Galen Fries,L,U.S. House,9,2
Ottawa,Galen Fries,L,U.S. House,9,0
Wood,Galen Fries,L,U.S. House,9,16
Lucas,Galen Fries,L,U.S. House,9,76
Cuyahoga,Ron Petrie,L,U.S. House,10,59
Cuyahoga,Joel Turner,L,U.S. House,11,44
Delaware,Nick Hogan,L,U.S. House,12,31
Licking,Nick Hogan,L,U.S. House,12,14
Franklin,Nick Hogan,L,U.S. House,12,120
Cuyahoga,Michael Chmura,L,U.S. House,13,0
Lorain,Michael Chmura,L,U.S. House,13,17
Geauga,Michael Chmura,L,U.S. House,13,31
Portage,Michael Chmura,L,U.S. House,13,7
Summit,Michael Chmura,L,U.S. House,13,7
Trumbull,Michael Chmura,L,U.S. House,13,6
Medina,Michael Chmura,L,U.S. House,13,14
Portage,"William Mcdaniel, Jr.",L,U.S. House,14,22
Stark,"William Mcdaniel, Jr.",L,U.S. House,14,0
Summit,"William Mcdaniel, Jr.",L,U.S. House,14,52
Franklin,Scott Smith,L,U.S. House,15,171
Pickaway,Scott Smith,L,U.S. House,15,0
Madison,Scott Smith,L,U.S. House,15,9
Ashland,Richard Shetler,L,U.S. House,16,7
Stark,Richard Shetler,L,U.S. House,16,40
Wayne,Richard Shetler,L,U.S. House,16,2
Knox,Richard Shetler,L,U.S. House,16,1
Holmes,Richard Shetler,L,U.S. House,16,0
Columbiana,Milton Norris,L,U.S. House,17,3
Mahoning,Milton Norris,L,U.S. House,17,16
Trumbull,Milton Norris,L,U.S. House,17,10
Belmont,"John Bargar, Sr.",L,U.S. House,18,5
Coshocton,"John Bargar, Sr.",L,U.S. House,18,2
Columbiana,"John Bargar, Sr.",L,U.S. House,18,0
Jefferson,"John Bargar, Sr.",L,U.S. House,18,3
Tuscarawas,"John Bargar, Sr.",L,U.S. House,18,6
Perry,"John Bargar, Sr.",L,U.S. House,18,1
Noble,"John Bargar, Sr.",L,U.S. House,18,0
Muskingum,"John Bargar, Sr.",L,U.S. House,18,2
Morgan,"John Bargar, Sr.",L,U.S. House,18,0
Monroe,"John Bargar, Sr.",L,U.S. House,18,3
Licking,"John Bargar, Sr.",L,U.S. House,18,8
Harrison,"John Bargar, Sr.",L,U.S. House,18,0
Guernsey,"John Bargar, Sr.",L,U.S. House,18,0
Carroll,"John Bargar, Sr.",L,U.S. House,18,0
Ashtabula,Sid Stone,L,U.S. House,19,11
Cuyahoga,Sid Stone,L,U.S. House,19,22
Lake,Sid Stone,L,U.S. House,19,46
